Bill_ID,Transcation_ID,totalCost,tip,time
BIL9909,TID1801,1.2295819239939083E35,2,23:49:24
BIL4309,TID3336,1.315652658673482E35,4,11:58:52
BIL9000,TID2492,1.4077483447806258E35,6,23:32:12
BIL0901,TID1412,1.5062907289152697E35,13,23:03:07
BIL1962,TID9591,1.6117310799393385E35,10,18:56:39
BIL6356,TID4703,1.724552255535092E35,14,23:26:28
BIL9017,TID5571,1.8452709134225486E35,11,23:02:11
BIL5026,TID2120,1.974439877362127E35,14,15:58:09
BIL4443,TID7228,2.1126506687774762E35,14,13:25:19
BIL8479,TID5147,2.2605362155918994E35,11,23:10:19
BIL0739,TID1842,2.4187737506833324E35,10,11:30:07
BIL9649,TID0072,2.5880879132311657E35,8,16:29:52
BIL4412,TID9262,2.7692540671573475E35,5,15:29:26
BIL0427,TID8511,2.9631018518583618E35,2,13:34:44
BIL5505,TID6134,3.170518981488447E35,12,17:04:10
BIL0419,TID0100,3.392455310192639E35,6,11:14:57
BIL5648,TID4823,3.6299271819061236E35,4,17:07:04
BIL8457,TID1010,3.884022084639552E35,14,23:16:43
BIL0680,TID4540,4.155903630564321E35,4,12:32:35
BIL5069,TID5446,4.446816884703823E35,8,16:25:40
BIL7708,TID8943,4.758094066633091E35,2,14:26:08
BIL6137,TID1842,5.0911606512974074E35,10,16:03:36
BIL8320,TID7176,5.4475418968882256E35,11,17:31:42
BIL4952,TID7576,5.8288698296704016E35,12,11:53:38
BIL0598,TID4598,6.23689071774733E35,4,18:47:20
BIL0737,TID8074,6.673473067989643E35,6,12:48:14
BIL1743,TID3774,7.140616182748918E35,13,19:41:25
BIL4474,TID7382,7.640459315541342E35,14,15:12:13
BIL9818,TID9264,8.175291467629236E35,5,16:24:22
BIL4556,TID3690,8.747561870363283E35,13,12:20:14
BIL0091,TID9137,9.359891201288713E35,5,23:33:11
BIL1290,TID2664,1.0015083585378924E36,11,17:54:42
BIL4288,TID7868,1.0716139436355449E36,13,14:47:46
BIL7076,TID3445,1.146626919690033E36,11,13:47:15
BIL2795,TID9661,1.2268908040683354E36,13,15:12:37
BIL4764,TID9806,1.3127731603531189E36,9,23:19:35
BIL4607,TID2622,1.404667281577837E36,14,18:47:33
BIL2802,TID9308,1.5029939912882856E36,12,12:42:06
BIL2372,TID9678,1.6082035706784656E36,9,11:21:38
BIL5647,TID6614,1.7207778206259583E36,11,12:02:44
BIL3177,TID1462,1.8412322680697756E36,13,23:25:07
BIL4952,TID0934,1.9701185268346598E36,1,18:44:43
BIL2009,TID1831,2.1080268237130858E36,5,16:35:40
BIL3521,TID0553,2.255588701373002E36,7,15:33:39
BIL5976,TID7096,2.4134799104691122E36,12,18:35:14
BIL8972,TID2991,2.58242350420195E36,3,19:02:08
BIL3818,TID6136,2.7631931494960863E36,8,14:40:52
BIL7610,TID7887,2.9566166699608125E36,13,12:25:33
BIL6302,TID7927,3.163579836858069E36,7,13:14:43
BIL9891,TID3816,3.385030425438134E36,4,15:49:52
BIL2912,TID7120,3.621982555218804E36,15,18:45:43
BIL4426,TID0135,3.87552133408412E36,6,23:41:02
BIL8869,TID9348,4.1468078274700085E36,12,11:13:04
BIL1619,TID7141,4.437084375392909E36,5,23:23:53
BIL1830,TID9461,4.747680281670413E36,5,19:13:09
BIL1511,TID3635,5.0800179013873415E36,11,12:28:08
BIL6797,TID3947,5.435619154484455E36,5,23:36:00
BIL0063,TID8453,5.816112495298367E36,10,18:57:51
BIL2009,TID3332,6.223240369969253E36,8,18:37:29
BIL4781,TID3143,6.658867195867101E36,5,16:14:53
BIL3206,TID9396,7.124987899577798E36,12,15:12:24
BIL6040,TID3530,7.623737052548244E36,2,23:40:38
BIL2341,TID2596,8.157398646226622E36,15,14:33:19
BIL1611,TID4977,8.728416551462485E36,6,16:07:35
BIL9998,TID7127,9.339405710064859E36,6,18:35:28
BIL3084,TID2793,9.9931641097694E36,7,17:15:40
BIL5184,TID4891,1.0692685597453258E37,3,13:15:09
BIL6581,TID2831,1.1441173589274984E37,3,23:17:26
BIL9724,TID1434,1.2242055740524234E37,13,17:33:10
BIL4666,TID3656,1.309899964236093E37,13,19:24:56
BIL5460,TID1510,1.4015929617326194E37,13,19:12:37
BIL6008,TID2071,1.4997044690539029E37,1,11:58:24
BIL7904,TID6161,1.6046837818876762E37,1,16:29:06
BIL8395,TID9308,1.7170116466198134E37,3,23:06:30
BIL7879,TID1178,1.8372024618832004E37,13,14:28:49
BIL0662,TID3092,1.9658066342150243E37,13,15:40:19
BIL3599,TID3568,2.103413098610076E37,15,18:16:58
BIL3740,TID5579,2.2506520155127813E37,4,23:24:36
BIL3099,TID7353,2.408197656598676E37,4,15:44:35
BIL5208,TID4317,2.576771492560583E37,13,15:44:52
BIL9795,TID6249,2.757145497039824E37,11,13:33:54
BIL4817,TID9644,2.9501456818326116E37,6,23:32:20
BIL3446,TID4292,3.1566558795608943E37,15,12:23:22
BIL0923,TID4589,3.377621791130157E37,8,19:47:23
BIL0709,TID8419,3.614055316509268E37,10,19:59:53
BIL2941,TID8195,3.8670391886649167E37,1,12:50:53
BIL9175,TID4179,4.137731931871461E37,10,16:33:42
BIL9666,TID5031,4.4273731671024635E37,12,23:48:02
BIL7750,TID6574,4.737289288799636E37,14,19:44:48
BIL4165,TID8445,5.06889953901561E37,9,23:44:48
BIL4599,TID3055,5.423722506746703E37,3,23:03:02
BIL7389,TID8144,5.803383082218972E37,2,23:21:40
BIL6871,TID5894,6.2096198979743E37,14,23:18:19
BIL7176,TID6805,6.644293290832501E37,12,23:53:30
BIL9706,TID3982,7.109393821190776E37,1,23:27:28
BIL3658,TID6972,7.60705138867413E37,8,12:03:59
BIL3211,TID8867,8.139544985881319E37,8,23:20:27
BIL4829,TID4564,8.709313134893012E37,5,15:36:11
BIL3750,TID7687,9.318965054335524E37,1,13:23:27
BIL3573,TID0956,9.97129260813901E37,8,13:51:25
BIL6084,TID1267,1.066928309070874E38,3,19:05:24
BIL3397,TID8723,1.141613290705835E38,6,14:49:41
BIL5445,TID1935,1.2215262210552435E38,5,17:52:43
BIL8883,TID9462,1.3070330565291106E38,1,15:54:55
BIL6544,TID8588,1.3985253704861484E38,4,15:35:13
BIL2168,TID4249,1.4964221464201788E38,15,11:10:48
BIL6137,TID7413,1.6011716966695915E38,14,12:37:57
BIL8928,TID3657,1.713253715436463E38,8,15:42:24
BIL2599,TID2244,1.8331814755170153E38,15,12:33:48
BIL8980,TID6540,1.9615041788032063E38,15,17:42:08
BIL2912,TID6565,2.0988094713194306E38,11,14:51:41
BIL7848,TID1436,2.2457261343117908E38,8,13:10:14
BIL1231,TID0104,2.402926963713616E38,7,13:37:22
BIL9523,TID7421,2.5711318511735694E38,14,16:17:27
BIL1312,TID9753,2.7511110807557192E38,11,17:11:22
BIL9378,TID6370,2.9436888564086195E38,5,16:31:14
BIL5489,TID1986,3.149747076357223E38,9,13:34:40
BIL7433,TID4785,3.3702293717022285E38,1,12:05:49
BIL3170,TID2453,3.606145427721385E38,15,14:26:36
BIL1443,TID8125,3.858575607661882E38,8,14:51:12
BIL4256,TID1549,4.1286759001982136E38,1,13:55:33
BIL7770,TID0154,4.417683213212089E38,1,19:17:46
BIL2766,TID0340,4.726921038136935E38,13,23:56:51
BIL7243,TID9604,5.05780551080652E38,7,23:06:34
BIL8576,TID2499,5.4118518965629765E38,14,14:54:35
BIL1631,TID5451,5.790681529322385E38,12,11:54:09
BIL6760,TID8372,6.196029236374952E38,8,11:54:27
BIL3918,TID0624,6.6297512829211986E38,3,17:31:48
BIL6897,TID2051,7.093833872725682E38,1,11:15:52
BIL4215,TID1480,7.59040224381648E38,14,11:33:40
BIL8359,TID4446,8.121730400883634E38,12,14:38:08
BIL8395,TID4800,8.690251528945488E38,8,13:15:56
BIL9243,TID5453,9.298569135971672E38,14,15:16:21
BIL3664,TID1925,9.94946897548969E38,6,17:40:02
BIL1197,TID8142,1.0645931803773968E39,8,18:32:38
BIL3110,TID2811,1.1391147030038147E39,9,15:23:42
BIL6121,TID2579,1.2188527322140817E39,14,16:55:47
BIL7621,TID2804,1.3041724234690674E39,2,18:36:43
BIL8888,TID4128,1.3954644931119022E39,12,15:39:54
BIL4190,TID4465,1.4931470076297353E39,11,16:19:21
BIL4256,TID9000,1.597667298163817E39,5,23:39:38
BIL0981,TID1057,1.709504009035284E39,13,15:42:27
BIL3327,TID5624,1.829169289667754E39,9,17:42:30
BIL0800,TID3429,1.957211139944497E39,14,23:22:05
BIL4652,TID2267,2.0942159197406118E39,4,16:00:50
BIL4413,TID5427,2.2408110341224547E39,8,12:07:23
BIL0711,TID5896,2.3976678065110266E39,13,13:00:11
BIL4890,TID3204,2.5655045529667984E39,2,11:29:18
BIL9875,TID6251,2.7450898716744746E39,9,14:04:34
BIL8839,TID9909,2.937246162691688E39,7,23:07:45
BIL9175,TID7418,3.1428533940801064E39,7,11:23:12
BIL6008,TID3212,3.362853131665714E39,12,18:35:23
BIL9845,TID5103,3.598252850882314E39,1,14:15:39
BIL5648,TID9370,3.8501305504440755E39,12,16:06:20
BIL5229,TID9261,4.119639688975161E39,12,15:04:50
BIL1548,TID1404,4.408014467203422E39,4,15:50:44
BIL0858,TID5192,4.7165754799076616E39,10,12:30:42
BIL3813,TID3843,5.0467357635011977E39,6,19:09:24
BIL7193,TID1606,5.4000072669462815E39,15,15:00:10
BIL0126,TID7487,5.778007775632521E39,2,14:00:02
BIL1517,TID2365,6.182468319926798E39,1,15:37:51
BIL3432,TID9292,6.615241102321675E39,14,15:20:14
BIL0901,TID2285,7.078307979484192E39,5,14:14:12
BIL1764,TID3024,7.573789538048086E39,9,17:49:24
BIL1867,TID6434,8.103954805711452E39,5,14:23:07
BIL1728,TID9861,8.671231642111254E39,8,12:01:18
BIL3099,TID0584,9.278217857059042E39,12,13:31:15
BIL9443,TID5800,9.927693107053175E39,11,17:16:05
BIL4886,TID6531,1.0622631624546897E40,4,19:04:26
BIL5004,TID0146,1.136621583826518E40,10,13:09:12
BIL9247,TID7935,1.2161850946943742E40,3,15:10:39
BIL0888,TID4475,1.3013180513229804E40,14,13:47:20
BIL3667,TID1514,1.392410314915589E40,15,23:17:32
BIL0380,TID4482,1.4898790369596802E40,7,11:11:19
BIL7288,TID4986,1.5941705695468578E40,13,12:53:28
BIL9624,TID0875,1.705762509415138E40,4,14:25:27
BIL9018,TID2133,1.8251658850741975E40,6,16:25:40
BIL4834,TID4946,1.9529274970293913E40,11,13:07:33
BIL3750,TID3143,2.0896324218214486E40,3,11:53:23
BIL1697,TID3233,2.23590669134895E40,5,12:32:20
BIL4041,TID3677,2.392420159743377E40,5,19:10:13
BIL0680,TID7294,2.559889570925413E40,10,15:19:08
BIL4954,TID9123,2.739081840890192E40,12,15:26:47
BIL4324,TID5458,2.930817569752505E40,8,23:19:26
BIL0861,TID2529,3.1359747996351805E40,1,17:54:15
BIL0001,TID7930,3.355493035609643E40,4,18:45:30
BIL8906,TID9328,3.5903775481023183E40,15,19:46:50
BIL1989,TID8448,3.8417039764694806E40,5,19:03:45
BIL5065,TID7849,4.1106232548223444E40,8,12:45:23
BIL9023,TID6864,4.398366882659908E40,7,12:13:44
BIL2795,TID5787,4.706252564446102E40,12,15:47:03
BIL1203,TID6555,5.035690243957329E40,1,12:55:11
BIL1147,TID4295,5.388188561034342E40,10,14:40:59
BIL2988,TID4393,5.765361760306746E40,2,16:05:17
BIL0235,TID1718,6.168937083528218E40,5,11:53:55
BIL1469,TID9445,6.600762679375193E40,15,14:44:56
BIL1207,TID1956,7.062816066931456E40,2,16:47:06
BIL1835,TID4161,7.557213191616657E40,7,11:22:56
BIL0663,TID6427,8.086218115029824E40,5,14:15:12
BIL9745,TID6706,8.652253383081912E40,12,11:39:10
BIL8319,TID5566,9.257911119897645E40,11,23:38:31
BIL9323,TID6748,9.90596489829048E40,10,13:20:56
BIL1312,TID8220,1.0599382441170814E41,8,12:18:57
BIL5661,TID8373,1.134133921205277E41,2,18:57:45
BIL1806,TID7348,1.2135232956896465E41,1,12:09:37
BIL5158,TID4595,1.2984699263879218E41,4,16:52:45
BIL9091,TID7352,1.3893628212350763E41,12,12:08:57
BIL5430,TID9528,1.4866182187215318E41,5,11:51:28
BIL1573,TID1708,1.590681494032039E41,12,11:21:15
BIL1439,TID1791,1.7020291986142817E41,14,17:39:14
BIL8351,TID9383,1.8211712425172816E41,14,11:05:30
BIL1912,TID8455,1.9486532294934913E41,6,19:27:51
BIL1160,TID4047,2.0850589555580356E41,13,14:26:50
BIL4656,TID6679,2.231013082447098E41,1,17:38:27
BIL8711,TID3575,2.387183998218395E41,1,23:05:13
BIL4193,TID8966,2.5542868780936826E41,7,12:10:17
BIL9413,TID0827,2.7330869595602403E41,3,16:49:34
BIL3969,TID4976,2.924403046729457E41,13,19:12:51
BIL2903,TID9136,3.1291112600005193E41,3,11:41:12
BIL7089,TID2803,3.3481490482005556E41,6,15:28:34
BIL0041,TID5575,3.5825194815745944E41,4,15:32:53
BIL7025,TID9492,3.833295845284816E41,8,13:34:55
BIL9429,TID9025,4.1016265544547535E41,3,16:25:20
BIL0062,TID1193,4.388740413266586E41,6,15:46:46
BIL2905,TID0744,4.695952242195247E41,4,13:15:27
BIL8477,TID0129,5.024668899148914E41,9,13:15:36
BIL3340,TID3481,5.376395722089338E41,9,13:08:07
BIL9018,TID8268,5.752743422635592E41,15,23:52:07
BIL9793,TID7798,6.155435462220084E41,4,18:10:58
BIL4731,TID7418,6.58631594457549E41,15,17:50:02
BIL0322,TID1778,7.047358060695775E41,11,14:45:01
BIL4992,TID6473,7.54067312494448E41,6,23:47:09
BIL7716,TID7398,8.068520243690593E41,4,17:56:55
BIL1955,TID9755,8.633316660748934E41,13,13:03:54
BIL1464,TID9631,9.23764882700136E41,5,12:11:34
BIL6318,TID3209,9.884284244891454E41,14,12:36:56
BIL8144,TID1244,1.0576184142033856E42,14,15:54:27
BIL6549,TID6136,1.1316517031976226E42,8,12:54:07
BIL4255,TID8032,1.2108673224214562E42,8,16:36:49
BIL7486,TID5288,1.2956280349909581E42,14,18:58:46
BIL6343,TID8455,1.3863219974403252E42,15,16:53:11
BIL3588,TID7147,1.483364537261148E42,7,14:38:51
BIL9649,TID1883,1.5872000548694282E42,1,18:03:59
BIL6581,TID1875,1.6983040587102882E42,7,19:17:54
BIL2941,TID1261,1.8171853428200083E42,1,18:13:15
BIL8246,TID2581,1.944388316817409E42,15,16:59:34
BIL4610,TID4860,2.0804954989946276E42,12,23:13:52
BIL0140,TID7503,2.2261301839242514E42,11,23:11:26
BIL1230,TID1472,2.381959296798949E42,8,12:35:09
BIL8907,TID8834,2.5486964475748753E42,15,12:32:57
BIL7194,TID6153,2.7271051989051167E42,9,12:31:56
BIL3970,TID8351,2.918002562828475E42,14,23:35:48
BIL7089,TID4525,3.122262742226468E42,4,17:53:09
BIL2044,TID2961,3.340821134182321E42,9,18:36:40
BIL1322,TID3076,3.5746786135750834E42,6,14:46:38
BIL5279,TID8530,3.824906116525339E42,12,11:59:53
BIL7843,TID6889,4.092649544682113E42,9,19:41:57
BIL2425,TID2229,4.379135012809861E42,11,19:02:36
BIL3802,TID0562,4.685674463706551E42,10,17:31:03
BIL9629,TID4364,5.013671676166009E42,13,14:06:27
BIL1238,TID5572,5.36462869349763E42,7,17:53:57
BIL4738,TID1633,5.740152702042464E42,11,16:54:43
BIL1983,TID6697,6.141963391185436E42,7,18:15:46
BIL0399,TID7847,6.571900828568416E42,15,13:08:55
BIL8906,TID7011,7.031933886568205E42,7,16:20:34
BIL1458,TID5613,7.524169258627979E42,9,13:09:08
BIL9717,TID0493,8.050861106731938E42,14,11:35:53
BIL9699,TID7858,8.614421384203173E42,10,16:42:39
BIL1442,TID6145,9.217430881097395E42,6,11:44:23
BIL7167,TID6074,9.862651042774212E42,7,17:06:32
BIL1683,TID3320,1.0553036615768407E43,12,11:07:08
BIL8376,TID0808,1.1291749178872197E43,5,16:23:41
BIL9462,TID5725,1.2082171621393252E43,11,11:46:14
BIL3605,TID6240,1.2927923634890778E43,4,13:50:10
BIL3639,TID6887,1.3832878289333132E43,4,12:59:28
BIL4731,TID4980,1.480117976958645E43,2,16:25:40
BIL3681,TID8898,1.5837262353457502E43,12,17:33:10
BIL6616,TID4537,1.6945870718199528E43,4,12:10:25
BIL5428,TID5515,1.8132081668473496E43,14,18:01:06
BIL0894,TID6382,1.940132738526664E43,3,16:25:11
BIL8471,TID2444,2.0759420302235305E43,8,15:55:02
BIL3396,TID7614,2.2212579723391776E43,9,16:18:04
BIL7601,TID2377,2.3767460304029203E43,8,12:53:45
BIL1594,TID6515,2.543118252531125E43,12,13:48:52
BIL5158,TID7678,2.7211365302083036E43,14,13:48:17
BIL6409,TID4773,2.9116160873228847E43,13,13:44:06
BIL6107,TID9376,3.1154292134354866E43,14,16:39:51
BIL6791,TID5325,3.3335092583759705E43,8,14:04:44
BIL8736,TID0713,3.5668549064622887E43,2,18:26:11
BIL7002,TID9428,3.816534749914649E43,2,14:45:45
BIL2228,TID0056,4.0836921824086744E43,8,16:16:49
BIL1541,TID9325,4.369550635177282E43,3,13:27:11
BIL7486,TID4312,4.675419179639692E43,3,16:49:22
BIL8745,TID8924,5.00269852221447E43,2,11:13:06
BIL9585,TID6379,5.352887418769483E43,15,18:28:43
BIL6396,TID6599,5.727589538083347E43,5,13:38:09
BIL9299,TID4727,6.128520805749181E43,3,16:23:05
BIL3396,TID4978,6.557517262151624E43,14,15:34:34
BIL8603,TID0209,7.016543470502238E43,5,12:45:46
BIL9607,TID1562,7.507701513437395E43,14,16:05:04
BIL6677,TID3743,8.033240619378013E43,12,11:24:50
BIL6142,TID9236,8.595567462734473E43,11,11:13:46
BIL6729,TID4010,9.197257185125887E43,11,23:30:08
BIL9908,TID4141,9.8410651880847E43,13,15:40:16
BIL5176,TID4593,1.0529939751250628E44,5,14:34:51
BIL3821,TID4588,1.1267035533838171E44,8,19:41:12
BIL4478,TID6667,1.2055728021206844E44,13,11:15:45
BIL3601,TID4425,1.2899628982691323E44,4,11:17:52
BIL1193,TID6877,1.3802603011479715E44,9,16:45:58
BIL6175,TID4501,1.4768785222283294E44,2,11:19:23
BIL1997,TID2069,1.5802600187843126E44,14,15:22:16
BIL1079,TID5130,1.6908782200992144E44,3,13:54:01
BIL3704,TID4176,1.8092396955061593E44,13,18:37:15
BIL3446,TID8787,1.9358864741915904E44,2,23:12:50
BIL2162,TID6971,2.071398527385002E44,13,23:01:10
BIL0798,TID0843,2.216396424301952E44,4,18:25:02
BIL1664,TID4065,2.3715441740030885E44,9,12:56:11
BIL3521,TID2079,2.5375522661833046E44,9,13:02:07
BIL3423,TID3605,2.715180924816136E44,14,13:13:21
BIL7089,TID6106,2.9052435895532654E44,11,13:59:52
BIL6215,TID4665,3.108610640821994E44,1,16:50:03
BIL1109,TID8966,3.3262133856795337E44,2,17:19:55
BIL3911,TID7573,3.559048322677101E44,3,16:17:40
BIL5213,TID6561,3.808181705264498E44,7,17:02:54
BIL8008,TID4429,4.074754424633012E44,5,15:33:58
BIL8835,TID0282,4.359987234357323E44,6,19:50:35
BIL0352,TID8586,4.665186340762336E44,12,13:10:15
BIL3820,TID4772,4.9917493846156996E44,5,18:37:58
BIL3183,TID7046,5.341171841538798E44,5,19:48:56
BIL8359,TID0994,5.715053870446514E44,13,19:17:35
BIL5535,TID3875,6.11510764137777E44,8,19:04:20
BIL4595,TID7269,6.5431651762742145E44,15,17:49:27
BIL5730,TID6398,7.001186738613409E44,13,17:29:31
BIL3283,TID5768,7.491269810316347E44,2,23:48:07
BIL7912,TID6589,8.015658697038493E44,6,19:23:00
BIL9234,TID5235,8.576754805831187E44,13,11:22:05
BIL4373,TID7974,9.177127642239371E44,11,11:12:20
BIL4952,TID2693,9.819526577196126E44,7,16:42:52
BIL1575,TID7762,1.0506893437599855E45,2,15:00:01
BIL7511,TID5079,1.1242375978231845E45,5,14:40:56
BIL0894,TID3157,1.2029342296708074E45,11,15:32:18
BIL2313,TID3544,1.2871396257477639E45,9,15:58:20
BIL4626,TID2019,1.3772393995501074E45,14,19:00:14
BIL1714,TID1757,1.4736461575186148E45,9,18:05:09
BIL4435,TID8889,1.576801388544918E45,4,11:19:41
BIL4318,TID4890,1.687177485743062E45,4,14:08:39
BIL1023,TID7224,1.8052799097450765E45,13,14:37:36
BIL3492,TID2306,1.9316495034272318E45,9,13:47:07
BIL2414,TID3821,2.066864968667138E45,4,23:47:20
BIL2722,TID6402,2.2115455164738378E45,11,19:02:56
BIL3654,TID2542,2.3663537026270064E45,9,17:36:15
BIL7518,TID6246,2.5319984618108967E45,13,14:30:00
BIL4135,TID1680,2.7092383541376595E45,1,18:22:37
BIL0710,TID3656,2.8988850389272957E45,4,19:41:15
BIL7118,TID1836,3.1018069916522065E45,8,18:48:22
BIL4085,TID1076,3.318933481067861E45,2,11:28:35
BIL7832,TID9174,3.551258824742611E45,2,18:48:52
BIL1024,TID0880,3.799846942474594E45,15,23:56:41
BIL4886,TID2710,4.065836228447815E45,12,13:00:04
BIL2013,TID8635,4.350444764439162E45,7,11:56:53
BIL6888,TID6697,4.654975897949903E45,13,14:06:19
BIL3177,TID8485,4.980824210806397E45,6,19:07:47
BIL1277,TID9678,5.3294819055628445E45,14,17:44:57
BIL8163,TID9689,5.7025456389522435E45,14,12:34:47
BIL8834,TID8503,6.1017238336789E45,15,23:49:10
BIL7699,TID5549,6.528844502036423E45,6,18:13:15
BIL5768,TID3492,6.985863617178974E45,15,16:00:50
BIL5859,TID4326,7.474874070381502E45,3,18:05:53
BIL8388,TID3382,7.998115255308207E45,6,12:54:29
BIL9295,TID1627,8.557983323179781E45,12,18:29:03
BIL1260,TID1128,9.157042155802366E45,9,18:59:21
BIL5935,TID4150,9.798035106708531E45,1,18:20:32
BIL5332,TID1474,1.0483897564178128E46,2,23:44:07
BIL8354,TID4706,1.1217770393670597E46,14,13:34:07
BIL6732,TID9073,1.2003014321227538E46,4,19:52:35
BIL6990,TID5412,1.2843225323713465E46,2,13:38:53
BIL1546,TID1163,1.3742251096373407E46,9,14:36:51
BIL9980,TID6272,1.4704208673119546E46,8,17:33:12
BIL7903,TID0218,1.5733503280237915E46,2,13:36:09
BIL6650,TID6380,1.6834848509854568E46,15,16:21:06
BIL5715,TID7763,1.8013287905544388E46,14,13:36:54
BIL5793,TID3080,1.9274218058932496E46,2,15:26:51
BIL6217,TID9535,2.062341332305777E46,9,19:05:59
BIL1773,TID3887,2.2067052255671814E46,8,17:53:38
BIL3398,TID8378,2.3611745913568843E46,9,23:05:45
BIL1631,TID8053,2.5264568127518663E46,6,19:00:15
BIL5081,TID1052,2.703308789644497E46,4,12:50:13
BIL4701,TID2703,2.8925404049196116E46,6,14:50:51
BIL6466,TID1939,3.095018233263984E46,5,13:30:29
BIL1545,TID0759,3.311669509592463E46,2,17:19:30
BIL2399,TID2387,3.543486375263936E46,1,14:33:35
BIL3744,TID8478,3.791530421532411E46,12,23:04:28
BIL8903,TID2901,4.05693755103968E46,5,12:38:31
BIL7251,TID6226,4.3409231796124574E46,14,23:52:40
BIL1614,TID3259,4.644787802185329E46,14,13:59:15
BIL9932,TID7525,4.969922948338302E46,13,19:14:55
BIL5187,TID6704,5.317817554721983E46,8,14:08:10
BIL1503,TID9974,5.690064783552522E46,7,14:02:37
BIL6065,TID0174,6.088369318401198E46,9,19:29:12
BIL0408,TID8927,6.514555170689282E46,3,14:31:52
BIL7511,TID6339,6.970574032637532E46,14,13:52:11
BIL7946,TID7482,7.45851421492216E46,2,13:50:39
BIL3977,TID1491,7.980610209966711E46,1,16:13:28
BIL3197,TID9036,8.539252924664381E46,11,19:16:41
BIL7279,TID5073,9.137000629390887E46,14,15:33:55
BIL2102,TID4986,9.776590673448248E46,5,13:49:59
BIL3508,TID3575,1.0460952020589625E47,7,18:07:52
BIL1725,TID2482,1.11932186620309E47,13,18:07:52
BIL9228,TID5616,1.1976743968373062E47,6,18:58:09
BIL0657,TID5067,1.2815116046159176E47,8,16:39:45
BIL6059,TID2875,1.3712174169390319E47,2,12:33:23
BIL1369,TID2726,1.467202636124764E47,1,15:44:10
BIL4767,TID2565,1.5699068206534976E47,13,14:58:14
BIL5188,TID8933,1.6798002980992423E47,11,15:10:12
BIL5316,TID4238,1.7973863189661894E47,15,23:20:01
BIL1379,TID8268,1.9232033612938227E47,11,16:06:46
BIL5522,TID4524,2.05782759658439E47,7,14:06:34
BIL2882,TID3321,2.2018755283452974E47,3,19:24:01
BIL7738,TID8765,2.356006815329468E47,11,17:57:39
BIL6163,TID5082,2.520927292402531E47,13,23:45:51
BIL0670,TID4501,2.6973922028707083E47,3,19:19:46
BIL6366,TID2223,2.886209657071658E47,12,12:49:08
BIL9672,TID7355,3.0882443330666738E47,10,15:33:37
BIL2622,TID0702,3.304421436381341E47,15,15:44:33
BIL4412,TID4992,3.535730936928035E47,15,17:08:39
BIL6671,TID9929,3.7832321025129974E47,13,12:59:35
BIL2301,TID7054,4.048058349688908E47,14,13:48:24
BIL2265,TID4251,4.331422434167131E47,15,13:29:47
null,TID4532,4.63462200455883E47,1,16:07:57
BIL0239,TID2399,4.959045544877948E47,1,14:00:56
BIL4660,TID1239,5.3061787330194045E47,6,16:25:27
BIL1481,TID0163,5.677611244330763E47,11,23:57:51
BIL4612,TID8027,6.075044031433916E47,7,13:31:58
BIL9891,TID1992,6.50029711363429E47,9,15:34:23
BIL3433,TID9101,6.955317911588691E47,8,17:44:46
BIL6548,TID1279,7.4421901653999E47,9,23:20:25
BIL4453,TID0837,7.963143476977893E47,13,15:00:28
BIL9368,TID5824,8.520563520366345E47,1,14:49:43
BIL1304,TID8940,9.117002966791989E47,15,16:42:52
BIL7724,TID6739,9.755193174467428E47,13,19:12:37
BIL3521,TID9329,1.0438056696680148E48,9,11:29:59
BIL9130,TID6051,1.116872066544776E48,14,19:16:06
BIL5648,TID8411,1.1950531112029102E48,8,17:22:06
BIL5648,TID2698,1.2787068289871139E48,4,16:02:57
BIL1827,TID0089,1.3682163070162119E48,8,14:24:04
BIL0669,TID4541,1.4639914485073467E48,5,16:57:24
BIL4491,TID2482,1.566470849902861E48,7,17:06:22
BIL9914,TID2553,1.6761238093960612E48,1,15:50:28
BIL3265,TID2381,1.7934524760537855E48,7,17:11:58
BIL8835,TID6672,1.9189941493775505E48,3,15:08:07
BIL2089,TID1681,2.053323739833979E48,15,13:38:52
BIL9697,TID9449,2.1970564016223575E48,12,19:58:45
BIL8447,TID7686,2.3508503497359226E48,9,19:09:23
BIL8723,TID9631,2.515409874217437E48,11,14:13:35
BIL9900,TID7463,2.6914885654126578E48,13,14:05:08
BIL0762,TID4612,2.8798927649915438E48,12,23:36:41
BIL3262,TID3924,3.081485258540952E48,14,17:29:52
BIL5007,TID3994,3.297189226638818E48,10,13:42:03
BIL9891,TID4793,3.527992472503536E48,9,12:34:02
BIL3527,TID6125,3.774951945578783E48,10,14:00:12
BIL9009,TID8767,4.039198581769298E48,13,13:40:34
BIL7750,TID6862,4.321942482493149E48,2,19:40:16
BIL0916,TID6137,4.624478456267669E48,8,18:32:38
BIL9694,TID4602,4.9481919482064064E48,14,18:05:34
BIL8273,TID1515,5.294565384580855E48,12,12:02:28
BIL9320,TID7600,5.665184961501515E48,13,13:44:15
BIL2624,TID6361,6.061747908806622E48,3,18:18:59
BIL1873,TID1975,6.486070262423086E48,12,17:34:29
BIL6054,TID6542,6.940095180792702E48,10,15:19:35
BIL5229,TID5004,7.425901843448191E48,8,16:50:41
BIL2653,TID9245,7.945714972489565E48,11,18:31:12
BIL8530,TID1311,8.501915020563834E48,3,16:48:53
BIL4466,TID6295,9.097049072003302E48,5,12:12:09
BIL3388,TID0698,9.733842507043534E48,3,19:07:05
