Transaction ID,Bar License,Customer ID,Item ID,Quantity,total
TID6739,BL783,Q97664,IT5090,9,16
TID8309,BL036,H36468,IT1114,6,25
TID6739,BL604,S63808,IT5994,6,8
TID8314,BL481,U75448,IT4004,10,26
TID4827,BL698,J55575,IT7599,8,10
TID1921,BL302,X76770,IT4137,7,20
TID6146,BL715,H89479,IT2940,9,6
TID0898,BL340,Y37381,IT1198,9,14
TID2158,BL413,V76794,IT5958,5,30
TID3959,BL194,E66616,IT5790,7,11
TID7741,BL179,X77409,IT5228,7,25
TID6509,BL876,J41899,IT2134,10,15
TID4923,BL579,Q37065,IT4738,6,8
TID7144,BL725,G05794,IT7341,6,28
TID0056,BL298,Q85397,IT8922,7,24
TID9924,BL457,K31893,IT7507,7,30
TID3921,BL719,D64488,IT4509,8,16
TID6057,BL331,H36468,IT0519,6,23
TID1193,BL618,Y89728,IT2034,9,18
TID2387,BL714,L29636,IT2692,5,19
TID8058,BL119,Z14508,IT2122,5,16
TID9471,BL001,L55946,IT6577,10,11
TID6402,BL114,D79241,IT7076,7,25
TID0510,BL359,P68967,IT5600,10,9
TID8842,BL797,B90093,null,6,21
TID9692,BL296,Z66022,IT7911,6,9
TID0478,BL426,J33818,IT1898,9,25
TID8991,BL634,U25554,IT2122,6,13
TID7149,BL821,T38582,IT7436,6,5
TID4492,BL479,L89316,IT6037,5,8
TID3004,BL239,P37166,IT9811,9,29
TID7976,BL655,H83270,IT7212,6,20
TID7733,BL086,M06973,IT3465,9,15
TID7429,BL541,X37537,IT1928,9,22
TID3743,BL364,I05864,IT9440,8,8
TID9538,BL357,T47662,IT4540,9,7
TID6200,BL001,L67595,IT5459,7,14
TID9780,BL640,P53409,IT8065,7,30
TID7887,BL713,E83656,IT4230,9,16
TID7282,BL590,P39638,IT1530,10,14
TID2327,BL999,W17963,IT7630,5,26
TID9829,BL064,Q48014,IT5362,10,21
TID9080,BL311,R21738,IT9717,7,30
TID2614,BL250,V10072,IT8543,10,28
TID6146,BL479,E00208,IT1074,6,17
TID5475,BL532,G88124,IT9717,5,20
TID0148,BL119,D35216,IT0523,9,13
TID7603,BL772,X38603,IT8328,9,26
TID8977,BL093,T86066,IT4004,5,14
TID0655,BL593,Z18331,IT1224,5,24
TID5931,BL486,F63956,IT7177,8,26
TID4326,BL660,X25440,IT4193,9,30
TID8943,BL661,V67894,IT8745,7,13
TID2077,BL226,A55651,IT0352,10,30
TID6227,BL541,S76231,IT1859,10,13
TID6136,BL660,Y24406,IT0332,5,18
TID7927,BL879,I89987,IT8976,9,25
TID0325,BL062,R96208,IT1361,9,7
TID0880,BL542,O45108,IT6367,7,27
TID8345,BL060,O25180,IT0523,6,23
TID9780,BL792,T01468,IT7307,6,18
TID4237,BL127,V45551,IT9938,9,20
TID9945,BL662,U57124,IT9938,8,5
TID6361,BL480,M99207,IT0768,7,26
TID2819,BL736,Y23400,IT1712,6,29
TID2439,BL486,A79198,IT7599,7,9
TID5067,BL189,Q44011,IT7212,8,21
TID4761,BL999,P02378,IT6134,8,15
TID0108,BL038,G30834,IT4386,5,24
TID6232,BL118,H00114,IT4540,9,25
TID5431,BL504,A30672,IT8076,5,29
TID9869,BL928,H53286,IT0528,10,23
TID4785,BL722,V34825,IT7633,9,10
TID6964,BL092,T03983,IT6965,7,30
TID0364,BL676,S20076,IT9523,8,7
TID9209,BL189,Z88899,IT6365,8,24
TID0664,BL189,Z41678,IT2145,10,8
TID1507,BL114,N04287,IT8282,9,21
TID4197,BL914,A49437,IT6367,9,20
TID3137,BL544,S85961,IT9806,5,10
TID9449,BL930,J53521,IT9621,9,18
TID9052,BL937,U02134,IT0620,8,11
TID4080,BL862,K63830,IT8585,7,13
TID0584,BL572,E26247,IT1530,5,21
TID6724,BL695,X04472,IT0492,6,6
TID6074,BL113,X77952,IT4832,8,22
TID8267,BL501,L71898,IT7911,5,27
TID2733,BL495,D27257,IT4153,5,11
TID4344,BL176,A55383,IT2505,8,16
TID9376,BL765,J20639,IT8182,5,19
TID8044,BL334,T25967,IT5664,10,13
TID2675,BL296,O27640,IT4598,6,19
TID2031,BL076,C56697,IT7706,10,23
TID5314,BL472,X26816,IT8003,7,19
TID2495,BL893,I00249,IT0332,8,13
TID2331,BL337,Z99583,IT8523,5,13
TID9016,BL480,M18454,IT7307,5,15
TID7360,BL471,V74312,IT2328,9,29
TID3969,BL576,E72642,IT5101,5,16
TID7887,BL914,I76920,IT5356,6,7
TID1781,BL921,I66906,IT9938,6,11
TID2403,BL230,F53375,IT6827,6,22
TID1446,BL444,G68279,IT1536,10,12
TID6520,BL489,D33339,IT5732,9,27
TID3921,BL758,W79349,IT1356,9,27
TID0510,BL954,G33563,IT3774,9,14
TID0934,BL504,T10751,IT0019,9,29
TID0621,BL024,T80052,IT3305,5,6
TID4963,BL583,B14110,IT2233,5,20
TID9732,BL031,A13377,IT3283,9,27
TID1962,BL475,S51258,IT6247,8,30
TID3502,BL140,Z57490,IT1335,10,25
TID8243,BL456,I99796,IT6965,10,26
TID4262,BL655,W08834,IT6880,9,15
TID3934,BL111,N00997,IT3206,8,15
TID9445,BL484,G28620,IT5698,8,8
TID3585,BL821,J44027,IT5867,10,28
TID8750,BL579,U52113,IT4230,7,23
TID9025,BL797,C98392,IT7406,6,23
TID3123,BL585,I98105,IT9317,9,10
TID7097,BL226,C71654,IT4777,5,21
TID6789,BL877,E53450,IT0237,9,18
TID1347,BL484,F31975,IT5291,9,19
TID0485,BL258,G08450,IT1969,10,9
TID2009,BL706,N25847,IT1909,9,24
TID4583,BL302,U74289,IT4893,6,27
TID3585,BL012,L06819,IT2214,10,12
TID8448,BL179,P30542,IT1042,8,11
TID4792,BL227,U36996,IT1198,10,21
TID9983,BL462,J93505,IT7741,5,18
TID2619,BL530,L55946,IT0918,8,28
TID6326,BL673,B77621,IT1859,6,30
TID3503,BL673,P92525,IT5664,9,12
TID8441,BL732,M19322,IT4585,7,7
TID0448,BL145,N01260,IT4193,7,24
TID5530,BL263,I28644,IT7259,10,7
TID6999,BL922,Q97230,IT0780,9,7
TID6434,BL842,O70915,IT2634,10,20
TID8976,BL564,H05608,IT8265,9,12
TID6735,BL051,N74202,IT5994,5,26
TID5953,BL878,W07791,IT5611,5,15
TID7356,BL413,A82712,IT5440,10,8
TID2293,BL865,M03151,IT7737,8,24
TID5115,BL673,Q53915,IT2103,8,15
TID7952,BL673,J52588,IT3858,9,11
TID6372,BL013,J07678,IT1317,7,26
TID0269,BL584,K31893,IT3086,7,15
TID1127,BL278,K67867,IT8815,9,15
TID2479,BL380,Q13633,IT3314,8,12
TID7981,BL894,Q85397,IT5925,6,6
TID9367,BL265,I71444,IT4509,7,13
TID2629,BL842,A42325,IT7436,6,20
TID0664,BL588,J25852,IT5561,5,10
TID1861,BL947,O61955,IT3119,8,30
TID7981,BL042,P67489,IT5619,9,25
TID5222,BL013,N14568,IT3206,8,23
TID7720,BL924,P41987,IT7857,6,17
TID9761,BL475,Q62911,IT8051,8,27
TID3157,BL193,R38026,IT4830,9,9
TID6061,BL322,J53997,IT6178,9,19
TID4581,BL166,K13979,IT4298,5,20
TID6320,BL193,T61356,IT1769,9,27
TID3742,BL166,T15990,IT7213,8,23
TID9780,BL316,D13633,IT8990,5,5
TID9763,BL571,O61955,IT2113,5,24
TID6513,BL646,V29292,IT6077,6,11
TID3308,BL860,O50432,IT8834,6,11
TID1636,BL933,A32666,IT6544,7,21
TID2988,BL716,Q02870,IT0125,9,20
TID8008,BL164,K26310,IT4742,9,26
TID8679,BL443,P92525,IT2125,6,27
TID2013,BL914,N18590,IT2567,9,29
TID1790,BL489,R67498,IT3164,6,26
TID2399,BL302,P43472,IT8893,9,7
TID2175,BL264,O27640,IT1436,6,17
TID4960,BL033,M60771,IT6247,7,11
TID1772,BL460,M52889,IT0136,8,7
TID7585,BL655,Q29436,IT0769,7,11
TID7711,BL640,O46821,IT8442,8,20
TID2497,BL962,M28281,IT3342,6,26
TID7326,BL338,X36554,IT8133,7,10
TID0943,BL781,L83178,IT5532,6,28
TID7771,BL109,K96149,IT4830,9,15
TID8321,BL296,K96230,IT8683,6,26
TID3133,BL298,D36634,IT7609,6,18
TID6249,BL713,J16610,IT4862,10,11
TID6102,BL530,J55884,IT7690,5,15
TID3038,BL228,L41060,IT0918,9,25
TID3641,BL744,J44344,IT6053,7,29
TID2744,BL924,T85372,IT4386,7,22
TID7816,BL591,F89838,IT4552,8,16
TID5806,BL909,Z44979,IT9542,9,16
TID4540,BL981,H58311,IT3366,8,7
TID8866,BL084,J37188,IT2567,6,25
TID7927,BL576,E93889,IT7265,7,7
TID8175,BL194,E36918,IT1033,9,12
TID5225,BL296,C68465,IT4193,7,11
TID6198,BL043,R03524,IT6648,9,27
TID2858,null,X36554,IT4108,9,25
TID8200,BL380,N95541,IT6906,8,27
TID2223,BL661,Z60609,IT3782,10,8
TID5300,BL359,X43749,IT2823,9,16
TID7331,BL108,M15826,IT6827,8,8
TID6488,BL655,N25847,IT0599,10,30
TID6112,BL328,Y47833,IT1224,7,18
TID5098,BL545,N25847,IT2145,5,28
TID2063,BL924,E09987,IT9717,10,30
TID0411,BL317,H80068,IT5700,7,7
TID6133,BL930,J30596,IT2920,8,16
TID5475,BL146,F95898,IT2064,6,12
TID8175,BL593,M45170,IT1712,9,7
TID8407,BL322,O17310,IT4911,7,9
TID9962,BL031,F39683,IT9268,6,10
TID1713,BL530,K32902,IT0227,9,12
TID1699,BL716,M47524,IT5698,9,27
TID9045,BL941,J55575,IT9482,9,19
TID9344,BL928,C68447,IT3465,7,26
TID3631,BL104,W17186,IT0132,8,27
TID2943,BL941,R92002,IT7828,9,7
TID7315,BL593,T78690,IT2885,6,12
TID4536,BL127,N38979,IT1966,6,9
TID0552,BL170,F70215,IT9324,5,21
TID1059,BL433,R25094,IT7202,7,12
TID5087,BL545,N58249,IT3305,6,13
TID7826,BL930,Q62911,IT2134,5,28
TID0620,BL783,O35594,IT8834,10,28
TID8575,BL495,R44947,IT1261,6,11
TID1436,BL280,M28610,IT9339,5,22
TID1921,BL485,O80010,IT0797,5,9
TID7725,BL618,V13001,IT4502,5,29
TID1324,BL876,B77621,IT8063,5,20
TID9064,BL658,F35767,IT1471,9,23
TID5679,BL386,Z43305,IT3007,9,30
TID9723,BL800,T60263,IT8977,9,6
TID4050,BL504,P02977,IT0078,6,26
TID3207,BL526,N01220,IT2214,5,25
TID6789,BL389,W30461,IT4919,7,23
TID2975,BL302,M28676,IT7421,10,21
TID2354,BL229,R19141,IT4618,8,21
TID0938,BL058,R45551,IT7875,8,30
TID8340,BL036,R79812,IT7598,6,15
TID8319,BL583,X63550,IT5362,8,28
TID1736,BL611,Q30633,IT2940,7,19
TID1029,BL137,A85063,IT4758,10,11
TID3610,BL638,V30191,IT0050,6,22
TID2267,BL656,D60649,IT7701,10,27
TID0436,BL767,Z05354,IT3668,8,14
TID8767,BL559,G15014,IT4004,6,27
TID6470,BL478,S92411,IT0594,5,27
TID1717,BL011,B33044,IT4258,8,9
TID9832,BL142,F66455,IT9387,10,18
TID2903,BL504,D22848,IT7857,6,30
TID5699,BL355,M06973,IT3965,9,15
TID6545,BL698,D78497,IT3972,9,20
TID4580,BL143,P92752,IT0851,7,13
TID5384,BL797,U91590,IT8328,10,30
TID4337,BL374,F14375,IT4153,9,18
TID9616,BL933,A38972,IT7177,5,29
TID9860,BL700,R41859,IT8073,6,14
TID5046,BL402,I29738,IT8893,9,20
TID4843,BL118,Y24406,IT0918,5,10
TID0600,BL512,G79224,IT7897,10,7
TID1999,BL842,V24147,IT3428,8,27
TID5355,BL004,N42518,IT4645,8,18
TID8111,BL577,N25847,IT4605,8,11
TID7341,BL062,R19141,IT6622,8,19
TID3004,BL860,K13979,IT8285,8,5
TID2734,BL480,I89987,IT5705,7,20
TID8719,BL300,Q36265,IT5994,10,12
TID5115,BL722,L44485,IT8818,10,11
TID3344,BL618,A18451,IT8009,7,30
TID6173,BL683,C75855,IT5491,5,20
TID4914,BL713,D52844,IT9599,8,6
TID0853,BL544,Z47822,IT0426,9,11
TID3970,BL576,Q57104,IT7737,7,12
TID7597,BL758,A10773,IT4474,10,22
TID1261,BL592,X75525,IT7252,6,20
TID6143,BL689,O54735,IT1966,7,25
TID6589,BL623,V35083,IT2674,6,15
TID7147,BL111,H94447,IT9339,6,24
TID4465,BL062,T74266,IT6642,5,30
TID1880,BL992,S06409,IT1976,5,13
TID0242,BL604,M29128,IT8834,8,7
TID1948,BL122,W80145,IT5819,6,19
TID7728,BL590,Z51100,IT9984,5,27
TID1429,BL752,G36325,IT1763,8,23
TID1347,BL758,X55403,IT4551,9,19
TID3757,BL296,Z63774,IT1530,5,14
TID9257,BL456,O39612,IT1978,5,11
TID7056,BL492,L54290,IT9099,8,9
TID9909,BL696,K62664,IT0769,8,25
TID8393,BL878,Y19417,IT2969,8,14
TID0591,BL338,J93505,IT3214,5,16
TID9220,BL579,S66806,IT4879,7,27
TID2133,BL907,E53651,IT4908,9,14
TID6921,BL127,L98809,IT2491,9,20
TID6992,BL047,F39181,IT5619,10,8
TID8321,BL907,R72064,IT8619,5,26
TID8730,BL874,V67894,IT2778,10,16
TID2919,BL941,Z72355,IT1033,5,18
TID5515,BL576,T51891,IT2940,10,9
TID8142,BL486,D60649,IT1356,5,7
TID0726,BL036,K96149,IT9523,9,16
TID5362,BL426,X63550,IT8585,10,16
TID6326,BL688,Y41104,IT5600,9,21
TID6049,BL827,X21383,IT5925,10,29
TID7816,BL495,E25746,IT3299,9,6
TID0714,BL963,X93463,IT7233,10,23
TID2115,BL090,G72194,IT5664,7,23
TID7036,BL341,L37037,IT6680,9,16
TID8415,BL141,V90477,IT6348,8,6
TID9416,BL034,P52615,IT2505,10,10
TID1939,BL661,K84593,IT7609,7,8
TID3860,BL090,F01065,IT1511,6,16
TID6372,BL456,U92940,IT4496,10,9
TID1398,BL300,V64008,IT1335,6,8
TID1789,BL728,Z54045,IT0630,9,19
TID2213,BL158,A79198,IT2328,5,8
TID9190,BL664,P04315,IT3378,8,21
TID0801,BL167,U89884,IT2577,6,15
TID0349,BL167,T05241,IT3119,7,22
TID5433,BL962,E77279,IT7436,6,11
TID4825,BL615,E84717,IT7768,8,19
TID6380,BL302,F02957,IT4552,9,18
TID1914,BL480,K41753,IT0003,9,16
TID8592,BL508,G40528,IT8976,10,26
TID9402,BL588,K41389,IT2328,9,25
TID1314,BL137,K73877,IT2860,7,29
TID7351,BL402,U99802,IT6294,6,6
TID0631,BL850,F35767,IT4908,10,20
TID2879,BL907,H26469,IT7706,8,16
TID6509,BL051,F31975,IT6077,7,17
TID6602,BL057,N10732,IT8896,9,21
TID2502,BL722,B90616,IT3378,5,20
TID1851,BL296,K32902,IT1994,5,24
TID3582,BL972,M13814,IT8944,7,18
TID0476,BL515,I56814,IT2920,8,15
TID2374,BL139,Q32764,IT6967,5,13
TID6200,BL457,I12726,IT9811,8,7
TID3662,BL001,H60565,IT3973,9,17
TID8453,BL923,T32568,IT8386,7,22
TID8966,BL530,N98057,IT1593,6,16
TID8362,BL520,S13992,IT8745,9,8
TID5162,BL421,Y20815,IT2778,9,10
TID8144,BL265,B43133,IT5553,6,20
TID7682,BL436,G33796,IT7341,7,6
TID7304,BL090,V84511,IT2676,8,22
TID8798,BL242,Z72831,IT9748,8,5
TID8293,BL992,Q66457,IT1898,6,6
TID1608,BL320,N95675,IT4712,6,19
TID5579,BL005,Q85125,IT4108,8,16
TID6507,BL495,R25094,IT7737,10,10
TID8578,BL732,M39183,IT0838,5,22
TID9501,BL485,Y90713,IT3206,5,7
TID7326,BL134,Q45664,IT2634,8,18
TID0174,BL114,Y06012,IT7690,6,21
TID6754,BL338,W54848,IT6162,9,10
TID5952,BL026,S34752,IT7202,9,27
TID4854,BL725,Y35051,IT2554,5,7
TID7942,BL506,B40501,IT8244,7,26
TID9732,BL638,W54848,IT7608,5,16
TID8367,BL709,F93423,IT7102,6,28
TID2925,BL258,D26249,IT7930,8,24
TID7036,BL472,V91601,IT6078,6,13
TID0424,BL611,R74714,IT0851,5,10
TID9380,BL597,K33266,IT7440,5,26
TID1004,BL364,C26703,IT1471,9,16
TID6326,BL534,O29690,IT0217,5,26
TID8991,BL258,Q73937,IT9324,8,5
TID9280,BL229,Y82856,IT2374,8,29
TID8258,BL031,X40081,IT1763,7,8
TID5522,BL036,C70893,IT1511,5,11
TID6043,BL868,B67631,IT2214,8,30
TID1932,BL848,G83843,IT1317,6,12
TID5350,BL230,G30834,IT4474,8,18
TID7826,BL941,A63970,IT3119,5,15
TID0965,BL241,F86135,IT6728,6,5
TID0336,BL471,E44306,IT5504,5,30
TID8556,BL011,G49725,IT8922,7,19
TID0152,BL512,B61671,IT7877,10,26
TID6381,BL914,Y82856,IT7706,6,18
TID7560,BL850,O50432,IT4044,7,17
TID4860,BL571,Y70193,IT9717,10,24
TID2157,BL038,I33936,IT0078,6,27
TID4792,BL661,C10696,IT2534,6,10
TID3742,BL510,X75525,IT4257,6,10
TID3631,BL456,G39709,IT4742,7,7
TID1721,BL583,Q76582,IT3973,9,8
TID7929,BL512,P84575,IT5711,9,24
TID9246,BL340,F61056,IT3226,5,30
TID3911,BL752,H95813,IT8585,6,8
TID2919,BL114,H65911,IT0332,7,16
TID3522,BL102,V41671,IT7406,7,27
TID0837,BL510,Q34043,IT9814,8,23
TID4106,BL484,V63443,IT8478,9,15
TID7351,BL140,B70214,IT0851,6,12
TID0156,BL377,Y61954,IT1968,6,6
TID9462,BL042,Y34108,IT5884,6,8
TID6454,BL877,G83843,IT4789,5,20
TID8460,BL850,O70915,IT4758,10,25
TID3890,BL728,V94140,IT0363,8,21
TID6790,BL767,C87344,IT4540,5,19
TID7956,BL164,I14439,IT4985,7,9
TID6420,BL856,J57364,IT9764,5,15
TID4706,BL821,O78326,IT6035,5,18
TID6605,BL878,N09230,IT4607,7,26
TID2861,BL174,V60869,IT0696,10,21
TID2421,BL215,X57484,IT4386,5,29
TID7310,BL331,Q74814,IT5619,8,21
TID4781,BL941,T48876,IT6001,10,24
TID6686,BL515,F39683,IT8115,7,15
TID2578,BL872,F03703,IT3782,8,25
TID7152,BL879,P06510,IT3283,5,10
TID9001,BL980,L14503,IT4668,9,6
TID9809,BL658,Y35051,IT5550,10,7
TID9184,BL134,I01757,IT2034,7,15
TID5153,BL538,W30461,IT1473,5,23
TID2183,BL489,V79743,IT4985,6,8
TID5387,BL937,P30542,IT6748,6,14
TID8127,BL263,E83656,IT7741,9,8
TID4420,BL526,O45108,IT2491,7,6
TID3510,BL108,H36468,IT5291,7,30
TID5576,BL662,E09987,IT2251,7,27
TID5776,BL758,Q64325,IT4142,7,21
TID4206,BL660,A46793,IT2577,10,14
TID1753,BL937,R48584,IT7044,7,27
TID3911,BL868,Q76257,IT2251,5,27
TID0756,BL167,Y99699,IT3710,8,28
TID0265,BL736,Z59432,IT6742,9,29
TID5807,BL296,R31189,IT0491,9,18
TID8679,BL683,C23240,IT9168,10,30
TID0338,BL492,P54691,IT6577,8,13
TID1113,BL087,T81876,IT3119,10,27
TID9386,BL976,T99468,IT6156,8,27
TID3123,BL480,Y70408,IT0022,5,16
TID1163,BL922,N01220,IT1961,9,28
TID5552,BL584,Q43691,IT9853,7,18
TID5147,BL665,J68544,IT0317,7,22
TID7805,BL049,E10434,IT3364,7,22
TID5579,BL407,F53657,IT8501,6,22
TID2498,BL914,C62064,IT4257,5,28
TID8351,BL001,P44922,IT6967,10,26
TID5796,BL564,B40251,IT2954,5,27
TID3656,BL051,Z54045,IT4956,9,12
TID0706,BL577,L31362,IT4951,7,20
TID1397,BL230,J43001,IT0995,7,25
TID8127,BL695,O17310,IT6876,5,27
TID6336,BL937,P92752,IT9482,5,19
TID8407,BL675,J58094,IT5628,7,9
TID5709,BL005,R71200,IT1042,9,26
TID2340,BL865,Z88899,IT4758,9,10
TID7711,BL114,Q30633,IT2674,9,13
TID9316,BL949,N79794,IT5986,8,14
TID2246,BL179,H54307,IT4108,7,21
TID0333,BL084,O36196,IT4923,10,11
TID6035,BL981,B09824,IT3465,8,8
TID5623,BL515,N19714,IT1346,9,19
TID1987,BL433,R14938,IT4956,8,26
TID3921,BL011,S42710,IT7193,7,15
TID7041,BL631,N17608,IT4257,5,28
TID3374,BL228,M39183,IT7609,5,6
TID6964,BL478,P88399,IT6728,6,22
TID1323,BL043,R99250,IT4832,5,19
TID7876,BL860,N72192,IT6685,9,25
TID2157,BL877,F68047,IT6961,10,11
TID3852,BL877,C70893,IT3101,8,26
TID6697,BL980,H26469,IT7899,8,8
TID4992,BL850,E18256,IT2567,5,10
TID3489,BL033,T80052,IT4153,6,22
TID3405,BL085,F36874,IT7421,7,6
TID8953,BL661,L72453,IT0797,7,23
TID7871,BL919,W80145,IT9482,8,28
TID2100,BL057,U94976,IT2101,9,18
TID7444,BL876,A23749,IT3366,10,21
TID1703,BL615,M24134,IT5005,6,26
TID6486,BL876,Y14249,IT5790,10,29
TID3965,BL971,D51845,IT9217,7,8
TID2734,BL413,R31189,IT4585,10,20
TID9471,BL719,V36334,IT8883,9,19
TID8846,BL460,K01876,IT4598,8,20
TID7378,BL097,K53141,IT4137,6,7
TID7224,BL370,U08913,IT4963,7,18
TID7264,BL189,P02378,IT1859,6,22
TID6416,BL976,K46916,IT9099,8,6
TID4541,BL001,T05462,IT1075,8,8
TID1781,BL559,Q07582,IT7690,9,24
TID9791,BL227,K31893,IT6593,5,15
TID7910,BL242,X77409,IT0005,5,25
TID4437,BL877,R62661,IT7814,10,22
TID8747,BL747,H04957,IT4827,8,11
TID7818,BL000,X99325,IT9687,10,18
TID0650,BL341,W11334,IT4585,9,13
TID2665,BL258,O67480,IT4499,6,29
TID4279,BL736,Z84897,IT5491,7,18
TID7716,BL328,O59099,IT2692,7,18
TID5089,BL263,J21515,IT3086,6,13
TID7390,BL220,U11215,IT8328,5,20
TID5824,BL070,X43749,IT0922,10,19
TID4541,BL263,R55508,IT6577,8,18
TID8448,BL359,Z27955,IT8745,8,17
TID0131,BL359,O56108,IT9471,9,16
TID4101,BL880,N91274,IT9851,9,21
TID6862,BL538,H79443,IT7834,5,8
TID2919,BL486,P35203,IT6367,5,10
TID7994,BL137,U13198,IT4789,6,30
TID2158,BL576,P08992,IT0352,8,14
TID7095,BL659,F93971,IT2113,6,24
TID6295,BL489,P35203,IT6736,9,23
TID1362,BL189,Y24633,IT3366,8,15
TID0526,BL058,I11830,IT0317,5,10
TID0837,BL512,Z35776,IT8709,8,26
TID0317,BL091,U24984,IT8523,8,16
TID2049,BL193,M87295,IT8977,5,16
TID6634,BL105,O67480,IT6619,8,9
TID0655,BL491,S06409,IT8893,10,14
TID2354,BL457,H54307,IT2188,7,8
TID5657,BL806,O35594,IT2983,5,30
TID5601,BL060,E13552,IT0132,5,7
TID4801,BL359,Z63774,IT8893,8,7
TID0322,BL105,H97151,IT9020,8,14
TID4992,BL296,N13010,IT7599,9,26
TID5921,BL076,S97569,IT1530,10,29
TID0478,BL914,P24804,IT8582,6,9
TID4103,BL922,Y49406,IT1763,7,30
TID1207,BL636,Z98181,IT8076,7,12
TID9734,BL899,S21524,IT4862,7,28
TID4950,BL296,K77399,IT8442,5,21
TID1397,BL382,E91014,IT5994,10,7
TID9513,BL534,H79982,IT3007,10,6
TID3291,BL872,F66958,IT4923,9,17
TID3497,BL486,Y61954,IT9764,5,7
TID7159,BL364,V10072,IT4257,6,15
TID7360,BL119,Y82856,IT9371,10,9
TID6209,BL051,T66009,IT1743,9,16
TID3991,BL722,U10787,IT2554,10,29
TID9043,BL479,F55008,IT1481,9,30
TID8811,BL357,D93415,IT2320,6,28
TID7172,BL836,L66235,IT0995,6,13
TID2277,BL604,F60732,IT6736,6,13
TID3554,BL877,K16341,IT2374,5,25
TID5387,BL453,T03221,IT5005,9,8
TID5131,BL076,B40501,IT2840,8,22
TID3797,BL457,A57962,IT9717,7,29
TID4134,BL660,T85372,IT1662,8,21
TID2031,BL370,F53657,IT8233,9,17
TID1906,BL499,C68626,IT3853,10,10
TID0224,BL105,R99250,IT2405,10,25
TID0042,BL898,G16381,IT8519,9,8
TID3522,BL393,W67694,IT8285,6,13
TID7751,BL713,R02491,IT5865,9,19
TID9157,BL492,Y83727,IT9847,5,26
TID5576,BL583,X05120,IT1471,10,30
TID8829,BL336,E89084,IT6613,7,14
TID8602,BL719,S63808,IT9339,9,7
TID8978,BL695,P88960,IT6037,5,6
TID5314,BL288,T13895,IT6123,7,27
TID3786,BL597,O82684,IT8182,10,11
TID6275,BL174,T64795,IT2940,5,7
TID6748,BL285,M66439,IT4430,6,21
TID5711,BL638,P56066,IT9318,5,27
TID7393,BL907,V10619,IT3973,10,23
TID5256,BL745,J09875,IT2103,6,21
TID1366,BL767,M58767,IT7633,8,23
TID5537,BL972,S08344,IT4951,6,20
TID1454,BL954,L90003,IT7259,7,25
TID7360,BL813,U86718,IT3853,6,19
TID9066,BL696,G45180,IT6642,5,14
TID2022,BL579,P57907,IT8818,5,27
TID7797,BL571,V30001,IT7814,10,30
TID1744,BL501,S13992,IT8709,8,17
TID6520,BL541,J79448,IT4509,6,10
TID1542,BL545,Y27225,IT1969,6,26
TID7099,BL484,W15985,IT8854,9,9
TID1881,BL715,B72376,IT3364,10,13
TID9100,BL486,F88303,IT7076,5,13
TID3598,BL020,I79185,IT8842,8,10
TID8750,BL841,F54958,IT6807,7,7
TID2240,BL593,B32396,IT2760,6,25
TID4703,BL218,C15267,IT5732,9,23
TID2142,BL868,G95399,IT6602,7,22
TID1191,BL508,M03033,IT5090,9,29
TID8703,BL604,B88620,IT7737,9,28
TID1939,BL728,V63891,IT2134,5,5
TID3036,BL426,X29780,IT3428,7,19
TID8949,BL166,B09824,IT9282,7,21
TID9560,BL592,S07675,IT6078,7,16
TID1247,BL660,A70962,IT1763,8,17
TID3361,BL341,H62857,null,9,11
TID8481,BL579,F65512,IT7230,7,27
TID5286,BL456,G32413,IT4193,8,15
TID0077,BL777,N14568,IT9811,9,5
TID0607,BL646,O56412,IT5865,9,19
TID2629,BL359,I70637,IT9452,10,15
TID5100,BL179,Y79623,IT8115,9,8
TID2306,BL416,Z72831,IT7337,9,20
TID1232,BL614,K21583,IT1154,6,14
TID1411,BL655,H62857,IT4278,9,13
TID9168,BL715,T38582,IT6035,7,9
TID9869,BL146,J55884,IT9853,5,7
TID4420,BL034,G97481,IT2505,7,18
TID8601,BL878,K73327,IT6887,9,8
TID1258,BL714,I33936,IT5698,10,6
TID8868,BL530,Z86228,IT8009,6,19
TID2535,BL963,K96149,IT6876,9,21
TID5097,BL004,X99325,IT7307,10,21
TID7600,BL700,Y90326,IT9717,7,28
TID3682,BL218,H04957,IT4153,6,30
TID5302,BL868,Y79623,IT1775,7,21
TID9400,BL306,V35083,IT9600,5,26
TID8715,BL664,I01757,IT1436,6,20
TID7252,BL057,Q59910,IT6077,9,21
TID1362,BL770,U30527,IT0235,8,11
TID7912,BL012,V75203,IT3917,9,16
TID2483,BL189,L47008,IT2122,9,10
TID9555,BL758,W96393,IT0640,7,7
TID6205,BL218,N25847,IT3417,6,17
TID5879,BL395,T64689,IT8745,10,8
TID1918,BL141,Z72831,IT6622,10,16
TID0401,BL665,Y58202,IT2448,7,22
TID3905,BL471,O72991,IT4605,9,11
TID3937,BL827,G41557,IT9687,8,11
TID5622,BL862,W97173,IT1149,10,11
TID4177,BL288,I83410,IT7741,8,28
TID2371,BL538,P42380,IT9542,5,20
TID5086,BL302,K84684,IT5559,10,7
TID5311,BL676,W04026,IT6294,6,29
TID4046,BL976,V42785,IT4712,6,22
TID5843,BL010,U87044,IT5803,7,17
TID3899,BL564,P04315,IT4552,10,7
TID2429,BL836,E36918,IT7069,9,30
TID9028,BL402,D12719,IT6577,9,7
