Transaction_ID,barLicense,Item_ID,Cutsomer_ID,Quantity,Price
TID1430,BL733,IT1939,Z89378,4,20
TID7547,BL982,IT6680,Y74618,1,5
TID9241,BL233,IT9853,P54572,1,6
TID5383,BL384,IT0797,Z48970,1,9
TID2277,BL086,IT5619,T40881,4,24
TID4437,BL937,IT2113,J26788,2,20
TID6513,BL745,IT2577,D34327,2,18
TID7912,BL259,IT8582,P42380,2,20
TID1832,BL584,IT5958,W88044,5,50
TID7855,BL036,IT0696,O95744,1,10
TID8798,BL227,IT7441,J25501,2,12
TID3070,BL991,IT5865,A73174,5,40
TID5033,BL668,IT3227,W07791,1,5
TID4184,BL504,IT9189,I85672,6,60
TID0656,BL453,IT7193,M39183,3,15
TID7468,BL797,IT3342,D13633,5,45
TID3955,BL515,IT4879,W04026,4,32
TID4262,BL733,IT2320,Z54045,4,36
TID1010,BL108,IT9115,H36468,2,14
TID5871,BL544,IT0072,K83817,2,14
TID1127,BL874,IT3965,R62661,6,48
TID7223,BL714,IT0237,F26390,3,21
TID0889,BL948,IT3075,L21727,6,42
TID1544,BL898,IT1968,K91928,4,20
TID8200,BL542,IT2025,M74575,5,40
TID7906,BL453,IT2885,A80279,6,30
TID1788,BL530,IT3688,Y62557,1,6
TID6864,BL233,IT4325,X73740,2,20
TID9367,BL531,IT9471,E93889,2,18
TID5089,BL659,IT7112,L82519,3,24
TID0804,BL971,IT9524,H79982,3,24
TID5192,BL114,IT3007,X36414,5,45
TID8374,BL227,IT6123,D05982,5,25
TID2974,BL484,IT0543,B78936,2,16
TID1813,BL515,IT0266,L89604,6,48
TID6132,BL898,IT1968,N01091,1,5
TID8829,BL999,IT3912,R38928,1,10
TID1419,BL108,IT6367,H53286,3,21
TID4150,BL695,IT8930,K87542,2,16
TID2802,BL504,IT5522,P41369,6,36
TID8175,BL402,IT9687,N86096,5,50
TID8321,BL758,IT4855,B28665,3,21
TID4230,BL036,IT0922,K27708,1,5
TID7600,BL460,IT4430,W41911,4,36
TID4176,BL241,IT4325,R55508,6,54
TID7802,BL386,IT1743,K67867,2,18
TID1136,BL105,IT4551,P58968,1,9
TID4540,BL614,IT4772,H26469,5,25
TID9261,BL538,IT0397,G49259,5,40
TID7188,BL909,IT7252,L80929,1,7
TID1452,BL328,IT0078,P02378,1,8
TID0450,BL340,IT9621,D93415,2,10
TID9693,BL780,IT1436,C83222,5,25
TID3502,BL656,IT9371,F27000,3,18
TID5838,BL781,IT0022,T77698,4,36
TID8678,BL860,IT9524,W45616,3,21
TID9475,BL164,IT5711,Z47822,4,24
TID5349,BL772,IT5611,R94886,5,35
TID9945,BL114,IT4704,F49087,6,42
TID1564,BL770,IT8003,I54125,1,9
TID7337,BL011,IT3342,Y47721,6,48
TID3970,BL695,IT0630,D68836,4,24
TID3992,BL296,IT8308,B28980,6,36
TID5874,BL972,IT7102,T69519,6,30
TID4630,BL728,IT7741,T15990,6,42
TID0181,BL772,IT5611,O36196,6,42
TID3545,BL851,IT6748,B27019,2,18
TID0949,BL485,IT4496,X82332,3,21
TID0456,BL683,IT4911,F60209,4,28
TID0872,BL492,IT5742,Z62238,5,50
TID2762,BL657,IT5522,T05241,2,18
TID8513,BL001,IT9894,Y12988,5,45
TID4898,BL541,IT1317,Q88639,6,60
TID7786,BL732,IT5925,K11687,3,15
TID0259,BL941,IT8883,H73097,3,27
TID3503,BL894,IT4278,K88540,5,40
TID2605,BL395,IT4712,P53206,5,40
TID6932,BL622,IT9894,J25852,6,48
TID4385,BL899,IT8619,L72453,4,36
TID2780,BL604,IT1334,X03382,2,12
TID9768,BL426,IT8818,G15014,4,20
TID2604,BL193,IT6930,Z35776,3,30
TID7594,BL913,IT0243,O64417,3,27
TID0264,BL364,IT3378,J16094,1,8
TID9123,BL087,IT0623,F86135,4,24
TID3061,BL491,IT5532,L06819,4,32
TID1595,BL457,IT6750,C83222,1,5
TID9904,BL842,IT8244,L18707,3,30
TID3510,BL954,IT7507,B70214,3,21
TID3217,BL166,IT9806,J09875,5,45
TID5665,BL652,IT4230,R54966,3,21
TID9256,BL831,IT4789,Q34218,5,40
TID8008,BL211,IT9749,O56412,3,27
TID0448,BL868,IT2405,R45551,5,50
TID3910,BL752,IT7307,Q37065,6,36
TID5334,BL114,IT0656,Q14425,2,14
TID2748,BL258,IT9853,J26788,2,16
TID9125,BL593,IT5611,P24804,3,15
TID0655,BL057,IT6134,G53447,5,50
TID6721,BL744,IT0851,P24107,2,10
TID2670,BL532,IT1772,B27127,2,14
TID4291,BL808,IT3339,Q64167,1,8
TID8351,BL542,IT6930,B46108,3,30
TID9761,BL928,IT6827,O37428,1,5
TID5509,BL504,IT9984,V58016,4,36
TID7596,BL495,IT9469,R62109,3,15
TID8478,BL233,IT6876,D96205,4,36
TID2371,BL665,IT0227,R74645,4,40
TID6326,BL296,IT7599,M59806,5,30
TID8907,BL676,IT3481,Z43305,4,36
TID4520,BL220,IT8778,L30622,4,24
TID9448,BL086,IT5803,Y93671,2,12
TID5134,BL850,IT0227,J01607,2,14
TID5524,BL665,IT8631,B77621,6,30
TID4706,BL541,IT3327,O46516,6,30
TID2777,BL108,IT4830,U82170,5,30
TID3931,BL102,IT3364,M87295,3,24
TID0604,BL058,IT5865,Y59387,3,27
TID8135,BL733,IT2451,N18590,5,50
TID5732,BL296,IT7077,G06687,1,6
TID3910,BL576,IT4668,A50975,6,60
TID8315,BL541,IT6365,H53286,5,45
TID0057,BL047,IT9523,J37188,5,35
TID5425,BL433,IT4551,E91014,6,60
TID5106,BL167,IT4598,X82332,1,7
TID9157,BL436,IT8696,W50781,4,32
TID2374,BL495,IT9469,V93822,3,15
TID4680,BL792,IT8854,N83433,3,24
TID2126,BL492,IT5742,A07912,1,10
TID5047,null,IT6622,H24849,6,30
TID7282,BL658,IT6989,B19372,1,7
TID5309,BL336,IT8065,X37542,4,28
TID1603,BL492,IT8241,E18124,5,25
TID6876,BL471,IT1978,I70637,6,48
TID9273,BL792,IT2488,R72661,4,40
TID5915,BL665,IT3378,R78303,1,9
TID5832,BL850,IT7230,I34417,5,30
TID0322,BL675,IT6365,E53199,4,24
TID7826,BL370,IT0677,U09240,2,20
TID6814,BL324,IT3973,K46776,5,35
TID4344,BL484,IT3417,L01271,3,27
TID9005,BL402,IT9811,I73694,2,14
TID1716,BL744,IT8977,Y35051,2,18
TID2573,BL359,IT5570,Q92150,6,42
TID6715,BL383,IT5228,G25141,1,6
TID4637,BL136,IT0375,A70962,5,45
TID8684,BL848,IT2391,E77279,3,30
TID7314,BL640,IT4963,W85526,4,20
TID3433,BL004,IT7608,J60687,2,20
TID1819,BL436,IT6642,G72014,1,6
TID7692,BL758,IT3428,Z46827,3,15
TID0971,BL322,IT5089,A43526,4,20
TID3582,BL103,IT9028,K71768,2,16
TID8976,BL377,IT7877,F96218,5,40
TID7428,BL302,IT4169,E53651,4,24
TID9220,null,IT4257,W59054,2,14
TID6221,BL280,IT3782,U12847,5,25
TID2998,BL813,IT4496,S66143,3,18
TID3445,BL226,IT4429,P44922,2,16
TID2024,BL183,IT2190,O56108,6,30
TID5683,BL530,IT6736,Q30130,2,14
TID4677,BL797,IT8009,E77327,6,60
TID2295,BL531,IT0828,V41739,6,60
TID7297,BL317,IT6134,P82086,4,24
TID2294,BL792,IT9523,N86806,1,8
TID4409,BL544,IT4474,Y83903,5,30
TID1130,BL868,IT8922,I89987,1,6
TID0248,BL058,IT9268,G36325,6,48
TID4491,BL300,IT8825,E49348,5,45
TID2326,BL179,IT8009,B08634,6,30
TID3260,BL307,IT4789,S44009,4,20
TID9723,BL298,IT5803,Z39704,3,30
TID3707,BL114,IT4355,U01888,6,60
TID0634,BL924,IT4830,Q00442,4,32
TID6891,BL941,IT8360,M06973,6,54
TID6700,BL280,IT9339,X93463,5,50
TID4670,BL747,IT0397,J74189,1,7
TID7454,BL673,IT9851,J93505,1,10
TID9227,BL736,IT8233,J87196,1,10
TID6937,BL242,IT4460,W50781,6,60
TID5327,BL695,IT8900,V76794,4,28
TID1721,BL880,IT8133,K63830,3,24
TID7220,BL060,IT8478,Z06863,3,15
TID2495,BL842,IT8244,X83806,2,20
TID3920,BL126,IT3342,W34984,2,10
TID7866,BL258,IT1370,F35404,1,9
TID8477,BL462,IT6750,J43704,3,24
TID0463,BL611,IT8003,B77621,2,18
TID8311,BL544,IT9847,S88204,2,20
TID3804,BL725,IT4386,S48103,4,40
TID6728,BL544,IT5958,H33374,4,28
TID4943,BL158,IT7069,E39274,2,16
TID7220,BL167,IT4598,Y50973,2,14
TID0290,BL480,IT7102,D68836,4,20
TID7543,BL895,IT3917,L03745,4,36
TID6703,BL930,IT7406,W51293,1,6
TID9045,BL036,IT0696,M18454,3,30
TID8516,BL179,IT1511,F29530,2,18
TID7309,BL179,IT0352,Q29436,5,50
TID0737,BL576,IT4668,T86840,3,30
TID2953,BL675,IT8265,F33393,6,54
TID2634,BL495,IT5867,W48341,3,18
TID4864,BL924,IT1978,D09096,3,24
TID0172,BL426,IT6123,L84852,3,27
TID7713,BL780,IT5867,X01318,2,16
TID8965,BL583,IT9806,J44027,1,5
TID3433,BL831,IT4273,S43417,4,24
TID2495,BL395,IT2491,V91901,2,12
TID7642,BL102,IT9282,D22848,3,24
TID2486,BL104,IT8896,X29780,3,21
TID7295,BL158,IT7069,L54290,4,32
TID5400,BL122,IT3366,F44991,4,36
TID6661,BL293,IT4257,I91403,3,27
TID5588,BL559,IT1149,J87150,6,60
TID0978,BL051,IT8499,Y50973,3,18
TID9524,BL395,IT3428,G38517,2,18
TID8309,BL125,IT3339,T46654,3,27
TID6043,BL093,IT9150,E08615,1,8
TID0968,BL638,IT4738,N80113,1,5
TID7367,BL183,IT0288,N01260,5,50
TID2083,BL791,IT0540,C88060,6,36
TID5911,BL576,IT3533,V30001,2,20
TID6767,BL951,IT8265,O59111,2,20
TID7847,BL104,IT1428,Z41528,2,12
TID8068,BL904,IT6801,Y79623,4,28
TID1351,BL520,IT5570,P13815,4,28
TID0212,BL634,IT5379,T13895,3,21
TID4926,BL322,IT4758,Y93671,3,24
TID0658,BL302,IT5379,Q90535,1,6
TID3311,BL584,IT5958,M66439,4,40
TID6578,BL383,IT2940,B28980,1,8
TID7102,BL386,IT1042,U13198,6,36
TID3038,BL512,IT9042,S34350,5,50
TID7550,BL656,IT7598,Z16752,4,40
TID1896,BL293,IT0828,F66482,2,10
TID0853,BL102,IT1840,U09711,4,24
TID6497,BL355,IT4108,V29292,4,24
TID8141,BL374,IT4499,C56697,6,54
TID0600,BL420,IT1390,V79328,2,18
TID7855,BL022,IT1976,P47655,4,40
TID2183,BL461,IT3428,C06915,1,5
TID9555,BL744,IT2101,H81640,1,5
TID4138,BL878,IT4712,Q00442,2,10
TID7264,BL928,IT6827,D87505,2,10
TID6754,BL227,IT6123,V67878,6,30
TID8058,BL263,IT4086,O32066,4,32
TID1955,BL293,IT0005,Y26293,1,10
TID9681,BL700,IT2405,Z84274,1,5
TID0903,BL395,IT0620,E03190,3,21
TID5674,BL615,IT2837,O26706,4,40
TID2817,BL194,IT1939,T16437,2,16
TID4816,BL421,IT0427,R74866,2,16
TID1184,BL218,IT5221,L47008,1,9
TID5847,BL416,IT7419,K21583,2,12
TID5166,BL530,IT5532,P52706,4,40
TID1904,BL831,IT9482,J20418,4,20
TID6694,BL515,IT8818,O96588,2,10
TID2875,BL542,IT0492,E04438,4,32
TID1753,BL471,IT8425,V86197,3,15
TID3308,BL662,IT1436,Q31025,1,10
TID2940,BL317,IT2954,Y34108,2,20
TID1542,BL250,IT0568,G05794,2,14
TID9513,BL827,IT1361,W19124,1,7
TID1583,BL593,IT9444,X57484,2,20
TID8921,BL544,IT1812,Q53721,3,24
TID7088,BL767,IT7307,P48358,5,30
TID6096,BL716,IT5101,Y93628,5,35
TID5663,BL520,IT7880,F09412,2,12
TID5277,BL688,IT8478,N98356,5,45
TID1536,BL907,IT9852,A80454,6,30
TID6846,BL982,IT6680,K01378,6,30
TID3685,BL715,IT5870,X44453,2,14
TID1801,BL837,IT9452,X85894,4,20
TID1560,BL639,IT0266,N33106,3,24
TID8234,BL821,IT8459,L65371,5,25
TID1169,BL658,IT4004,D34327,5,25
TID4337,BL189,IT8244,F90916,4,20
TID6920,BL675,IT8625,D07514,4,20
TID9616,null,IT0519,M99207,4,40
TID9095,BL457,IT3378,F95898,4,36
TID2132,BL577,IT3101,B90093,6,42
TID7861,BL622,IT5379,C48985,1,6
TID2318,BL914,IT8815,J01607,2,16
TID4673,BL532,IT4634,N86806,4,40
TID6198,BL087,IT0623,T56918,3,18
TID1008,BL655,IT2251,M12626,4,40
TID0787,BL619,IT9485,Q65720,4,24
TID3415,BL332,IT9852,I72151,3,27
TID6205,BL634,IT1530,X37542,3,30
TID5689,BL316,IT6642,C83222,6,60
TID5456,BL928,IT5101,Q15064,6,54
TID3283,BL631,IT7515,R74645,5,50
TID5622,BL655,IT4392,S16217,5,50
TID7758,BL696,IT7911,L80929,5,45
TID1893,BL370,IT3593,K46916,4,40
TID8046,BL036,IT8543,G46355,4,24
TID2454,BL538,IT8308,U31242,4,32
TID2269,BL544,IT8233,O72991,2,16
TID4779,BL937,IT1536,F15538,4,40
TID9922,BL258,IT1840,E15654,5,50
TID7355,BL359,IT0427,Q45664,6,48
TID1737,BL623,IT3327,A92111,3,21
TID1298,BL119,IT1521,N75530,4,20
TID8115,BL638,IT7768,Q41674,1,9
TID9755,BL770,IT0582,O93287,3,18
TID4825,BL512,IT5994,I57564,5,45
TID0072,BL456,IT9181,E18540,6,54
TID2236,BL611,IT8003,T55355,3,27
TID5522,BL616,IT5362,W05607,2,12
TID8179,BL189,IT9852,V63891,6,48
TID6859,BL028,IT0006,N03043,6,36
TID8092,BL336,IT5291,J21515,6,30
TID1169,BL558,IT9600,Z41528,5,30
TID7608,BL757,IT6577,Z01970,5,45
TID1333,BL831,IT9482,Q35066,5,25
TID2836,BL646,IT0851,R95643,1,7
TID8899,BL174,IT5732,P67489,1,7
TID8079,BL102,IT3412,N00386,4,24
TID0650,BL126,IT7177,Z29464,4,24
TID0386,BL571,IT0243,B01399,6,48
TID7034,BL370,IT3593,J67404,1,10
TID8216,BL395,IT2674,M14072,6,60
TID3069,BL034,IT2328,S98255,1,9
TID9806,BL460,IT4499,S98255,6,54
TID8714,BL827,IT1518,P42380,3,18
TID9987,BL086,IT1317,O96798,3,15
TID7109,BL239,IT1149,A52877,3,27
TID0388,BL229,IT7090,Z66022,1,9
TID6473,BL980,IT9471,B61671,6,42
TID7342,BL913,IT7044,R93828,3,27
TID8388,BL948,IT5459,L61385,5,40
TID1704,BL719,IT3737,B03132,2,16
TID2213,BL559,IT3823,A19012,2,16
TID2080,BL064,IT3331,T51891,2,18
TID3157,BL660,IT8944,C36107,6,60
TID2670,BL058,IT0528,N43924,1,8
TID9448,BL413,IT8709,X85894,6,36
TID4973,BL118,IT5884,O17310,2,18
TID7326,BL736,IT2577,U36996,5,40
TID9296,BL545,IT7090,I75588,3,24
TID5585,BL631,IT3206,S51643,4,20
TID5431,BL536,IT3339,Y64703,6,30
TID7822,BL151,IT8485,B03677,5,35
TID8197,BL544,IT8233,Q36415,2,16
TID0230,BL259,IT9171,J55575,5,50
TID9203,BL479,IT8818,U97988,6,36
TID0956,BL772,IT4908,H24849,4,24
TID5147,BL683,IT6999,J25501,5,45
TID0552,BL941,IT1335,S36677,4,28
TID5695,BL183,IT7177,B68893,2,10
TID5953,BL947,IT3346,K71768,6,30
TID0877,BL655,IT5865,Y64445,4,20
TID9456,BL821,IT5925,H72948,6,48
TID8949,BL584,IT1743,L26455,4,24
TID2943,BL614,IT1317,E18256,6,60
TID6488,BL070,IT4256,U10304,3,27
TID0798,BL057,IT6134,I68304,2,20
TID1943,BL655,IT4392,J29980,4,40
TID3070,BL316,IT4827,Z17700,6,54
TID8453,BL307,IT4956,H80068,4,24
TID9287,BL577,IT7406,D93775,3,27
TID4166,BL860,IT7077,H14118,4,20
TID8425,BL576,IT6717,N96113,2,14
TID0949,BL036,IT2264,L23661,5,35
TID5712,BL510,IT6801,D27257,3,21
TID8389,BL791,IT0540,A40751,5,30
TID6423,BL950,IT2226,M13178,6,54
TID8697,BL673,IT9851,R92002,6,60
TID9175,BL013,IT3412,S75924,5,30
TID2996,BL904,IT9150,U61921,1,7
TID3566,BL070,IT1075,T99109,1,8
TID7224,BL218,IT9550,G95399,2,18
TID5515,BL520,IT8976,O35594,5,35
TID8304,BL631,IT7515,M45170,5,50
TID3638,BL937,IT6178,W11092,5,30
TID6557,BL311,IT0131,P93523,3,18
TID5360,BL359,IT1170,V32217,3,18
TID3920,BL941,IT0078,M84678,2,20
TID0463,BL307,IT7265,K79449,3,15
TID2265,BL341,IT8625,U53842,5,45
TID5811,BL433,IT6134,E04438,6,30
TID2775,BL593,IT5090,H34851,1,7
TID1472,BL576,IT3465,Y75060,3,21
TID8057,BL162,IT5662,P88399,3,18
TID1126,BL317,IT7608,O82684,1,8
TID9867,BL531,IT0528,R74866,4,20
TID9972,BL227,IT6989,C33197,4,28
TID7308,BL801,IT0769,S51453,6,36
TID6131,BL695,IT5228,W07167,5,25
TID8111,BL298,IT1763,Z62238,1,8
TID0807,BL193,IT0266,B26332,5,35
TID8366,BL108,IT3371,P11783,4,20
TID7573,BL656,IT2692,T22301,5,30
TID1702,BL733,IT2451,Y61954,6,36
TID6376,BL661,IT0397,N01220,5,30
TID1258,BL143,IT9485,N93288,4,28
TID5569,BL631,IT3206,D27257,5,25
TID3992,BL877,IT1978,T87969,6,30
TID9961,BL545,IT6961,E96416,2,12
TID8842,BL134,IT9852,L55946,2,20
TID2492,BL576,IT7897,O76149,1,9
TID5591,BL024,IT1473,D07109,2,16
TID5820,BL421,IT2491,V54836,6,36
TID0959,BL982,IT4298,D28880,2,10
TID4779,BL999,IT6156,I54125,5,25
TID1010,BL937,IT7436,D66214,5,45
TID2631,BL559,IT5994,Y82856,5,25
TID5311,BL851,IT5491,R14938,1,10
TID0731,BL831,IT5440,Q65720,1,10
TID9693,BL032,IT7112,U25739,1,5
TID1889,BL026,IT0005,B70214,6,42
TID7981,BL140,IT2391,M73678,3,30
TID9761,BL801,IT6837,A62347,1,5
TID5405,BL433,IT5561,D79241,5,50
TID2326,BL515,IT5491,Z16752,6,30
TID2604,BL564,IT7440,H94447,5,40
TID3372,BL218,IT2591,Y47721,4,36
TID5145,BL577,IT3101,P58956,5,35
TID5931,BL492,IT4951,L89604,4,20
TID9652,BL921,IT6602,H61426,6,54
TID4057,BL492,IT7252,D53163,4,28
TID1803,BL229,IT3735,Y11851,2,10
TID6200,BL638,IT4738,Z86228,4,20
TID2634,BL300,IT8009,T32568,2,16
TID9956,BL057,IT1325,U42883,1,7
TID9824,BL714,IT6961,N96113,5,35
TID7022,BL808,IT4540,D35216,6,42
TID0650,BL584,IT7102,E12642,1,5
TID6667,BL322,IT6134,Q49797,1,7
TID2207,BL085,IT4496,A43946,2,20
TID0495,BL877,IT7102,E96416,5,30
TID3690,BL461,IT3428,L93170,4,20
TID9532,BL930,IT7076,D73572,1,8
TID0036,BL028,IT3203,G60233,6,54
TID1941,BL086,IT1108,N67222,4,28
TID5409,BL001,IT6093,S16217,4,32
TID9272,BL976,IT4879,C38562,5,40
TID5588,BL475,IT0995,L18707,2,20
TID3382,BL948,IT7039,R28824,2,18
TID0552,BL577,IT3101,I08021,1,7
TID5269,BL134,IT4273,I08642,2,14
TID4621,BL402,IT6077,V36334,4,20
TID1369,BL895,IT0797,S15517,6,60
TID9678,BL386,IT3069,O96588,2,12
TID7759,BL032,IT0797,J18939,1,5
TID4064,BL783,IT0491,C67979,3,18
TID3055,BL145,IT5662,I15926,4,36
TID5018,BL752,IT4430,J34008,3,21
TID8679,BL783,IT0491,Z39704,6,36
TID8311,BL976,IT9317,Y07757,1,9
TID7734,BL728,IT6622,H07507,4,20
TID5239,BL126,IT6921,T03983,5,50
TID5388,BL227,IT3735,V91901,5,35
TID7493,BL850,IT9852,G36325,1,9
TID1941,BL103,IT0838,U30527,4,20
TID6061,BL783,IT2577,C57844,3,30
TID7144,BL665,IT0227,P32691,5,50
TID4565,BL923,IT8952,W00858,5,40
TID6405,BL047,IT1750,Q10844,4,40
TID9131,BL395,IT2674,L45993,6,60
TID3624,BL893,IT9115,R88216,5,30
TID1879,BL456,IT7507,E05648,5,35
TID1669,BL733,IT1536,O35594,5,25
TID5186,BL127,IT6742,B46816,2,10
TID3280,BL087,IT6053,O89351,1,7
TID9731,BL453,IT6340,F73896,5,45
TID7633,BL139,IT3838,T36949,6,54
TID7766,BL316,IT0003,B77621,2,20
TID4890,BL564,IT3164,A12377,6,48
TID4547,BL461,IT0050,D93775,5,25
TID2445,BL093,IT1593,X62714,1,9
TID1667,BL492,IT7252,E02794,3,21
TID1586,BL331,IT1471,A43633,3,30
TID9287,BL337,IT9387,H59233,6,54
TID2874,null,IT6622,F55008,1,5
TID1452,BL164,IT7212,N46242,2,14
TID2428,BL864,IT8482,E49348,5,40
TID8461,BL506,IT9099,L54290,5,40
TID4539,BL744,IT8977,J37188,6,54
TID3582,BL087,IT1968,J01244,2,14
TID9252,BL655,IT9599,F56698,6,60
TID2098,BL337,IT8745,M66755,4,32
TID3502,BL460,IT1994,R33232,2,18
TID4638,BL189,IT3696,K35943,2,16
TID0203,BL745,IT9471,Q40527,5,50
TID4048,BL610,IT0623,F65512,5,30
TID0728,BL170,IT6678,O24131,6,48
TID3322,BL616,IT0050,S62924,4,24
TID5868,BL588,IT1814,N98356,1,8
TID1782,BL179,IT2391,W30258,3,18
TID4134,BL583,IT4409,J21515,2,12
TID9065,BL239,IT7406,D93775,3,21
TID1704,BL359,IT8069,N26302,4,20
TID0077,BL386,IT4298,T10751,2,18
TID4215,BL736,IT7069,B35770,4,24
TID4287,BL797,IT0050,A09157,6,30
TID3492,BL070,IT2266,J25477,4,28
TID3378,BL736,IT4464,R27608,1,8
TID4409,BL655,IT2251,V25815,5,50
TID0600,BL311,IT5356,E59431,1,6
TID5314,BL541,IT4777,D68836,4,20
TID1586,BL492,IT5561,A80454,2,16
TID2531,BL167,IT1969,A70177,1,9
TID4703,BL118,IT2122,P48358,2,10
TID1120,BL980,IT6162,Q52746,5,25
TID2387,BL393,IT7515,F35767,2,20
TID7600,BL416,IT6035,Y86887,2,14
TID2583,BL571,IT4618,B95732,6,54
TID5322,BL541,IT6742,J37188,6,54
TID4356,BL924,IT1978,N29485,1,8
TID4101,BL532,IT8818,Y91647,1,9
TID5337,BL028,IT0006,Z01970,1,6
TID0964,BL024,IT1473,Q17472,6,48
TID2840,BL658,IT6728,I72125,5,35
TID9076,BL928,IT4830,L48542,6,54
TID1010,BL322,IT6134,D66214,1,7
TID9644,BL141,IT4742,E93035,5,30
TID4780,BL676,IT3481,A73174,1,9
TID3297,BL791,IT1961,E91014,6,42
TID1364,BL239,IT5459,U42588,6,36
TID1226,BL810,IT6906,E11496,3,27
TID8867,BL420,IT0332,Q29436,2,14
TID5080,BL104,IT1154,U72181,1,10
TID7741,BL576,IT4668,M46704,1,10
TID8258,BL109,IT4919,U37820,5,45
TID0414,BL364,IT0006,A10773,4,20
TID2634,BL475,IT4879,S32333,4,32
TID1617,BL791,IT6736,S08344,2,16
TID0353,BL049,IT3069,H73097,6,54
TID3118,BL877,IT3965,S31309,2,12
TID5036,BL492,IT7897,K32902,4,32
TID2304,BL777,IT4726,K96230,4,28
TID1236,BL914,IT7112,L56369,6,36
TID3910,BL086,IT4956,T60263,3,24
TID3137,BL963,IT7507,H42305,3,21
TID8667,BL765,IT5379,W28775,4,28
TID8059,BL338,IT8842,Z18331,1,10
TID7036,BL421,IT9452,M30822,5,30
TID4992,BL665,IT0623,N18362,5,50
TID9693,BL791,IT9150,G61716,5,25
TID8978,BL688,IT8308,Q33736,5,40
TID7729,BL109,IT7768,I35017,3,30
TID2024,BL937,IT0022,Q55243,1,7
TID2383,BL962,IT5994,S47302,2,10
TID4475,BL532,IT9168,S63808,5,35
TID7329,BL848,IT7911,G31346,2,18
TID6906,BL220,IT8442,F65512,2,10
TID8723,BL322,IT9028,U42885,2,16
TID8265,BL072,IT5986,O43661,2,18
TID8275,BL136,IT8003,K13981,5,35
TID2803,BL530,IT7044,T85372,6,54
TID0540,BL471,IT5863,O70915,5,45
TID5742,BL733,IT2145,H49354,6,48
TID8069,BL937,IT7069,N18362,4,36
TID1554,BL946,IT1662,P95361,5,30
TID2377,BL093,IT5611,M71686,4,36
TID0277,BL532,IT9168,N80113,5,35
TID9674,BL306,IT8497,D64488,1,5
TID2211,BL894,IT8913,X84324,6,60
TID4184,BL298,IT1763,K35269,6,48
TID5834,BL119,IT8585,W38305,4,36
TID9256,BL485,IT8063,P39638,6,48
TID0670,BL949,IT8913,Q31025,1,9
TID2277,BL590,IT3619,P21779,1,7
TID8334,BL531,IT0828,T03672,2,20
TID1140,BL359,IT0422,O93287,3,15
TID0952,BL904,IT0543,H60565,5,25
TID3828,BL830,IT0019,V17971,3,15
TID1138,BL337,IT9294,N49034,5,50
TID0485,BL743,IT8683,D78497,1,6
TID8859,BL923,IT0217,E67949,6,42
TID7332,BL239,IT2134,C68626,1,8
TID3641,BL646,IT3314,G15014,5,30
TID7597,BL457,IT5958,L70564,1,9
TID0652,BL001,IT7177,I73674,5,50
TID8340,BL714,IT3203,C26842,6,48
TID3910,BL728,IT4956,D08700,3,30
TID9681,BL928,IT7945,E84717,6,60
TID8367,BL646,IT7202,A57696,5,50
TID8068,BL193,IT0266,R81896,4,28
TID0962,BL492,IT3668,W07791,5,25
TID8978,BL675,IT8285,Z63774,3,27
TID9640,BL087,IT6053,M73678,3,21
TID1487,BL864,IT2634,W61459,4,20
TID7620,BL706,IT2226,Q48014,1,8
TID1836,BL783,IT0491,Z29464,1,6
TID7410,BL162,IT9852,Y11851,3,18
TID1655,BL878,IT4585,H60565,1,8
TID6804,BL924,IT8009,R35561,2,12
TID0230,BL103,IT0838,A32287,4,20
TID5288,BL456,IT2634,R28824,2,10
TID6078,BL576,IT6717,L14039,1,7
TID5257,BL060,IT3944,D86358,3,18
TID9714,BL791,IT4278,K11687,3,24
TID2428,BL937,IT0540,J60687,6,54
TID4856,BL026,IT6757,A32287,5,50
TID3875,BL618,IT3101,O22390,6,54
TID7470,BL604,IT9853,R28739,3,27
TID5906,BL880,IT8854,S84446,4,36
TID6070,BL772,IT2103,T93043,1,6
TID1515,BL370,IT3593,E44306,6,60
TID7974,BL781,IT4598,B46816,5,40
TID3200,BL772,IT2320,G91964,3,24
TID2244,BL660,IT0006,R14938,2,16
TID1553,BL001,IT6294,C15267,5,35
TID5834,BL125,IT4777,I54641,2,20
TID6046,BL407,IT5976,A43946,5,30
TID3779,BL173,IT8990,L56369,4,36
TID1364,BL638,IT6599,L34313,3,27
TID9766,BL941,IT1335,K11687,3,21
TID9450,BL486,IT7090,P16784,5,30
TID2078,BL108,IT4951,I28784,3,18
TID9583,BL087,IT8745,K82076,5,25
TID1455,BL577,IT2266,A96958,2,18
TID3696,BL860,IT2145,X89468,2,18
TID9268,BL307,IT7265,P56639,5,25
TID3677,BL971,IT7515,C71654,3,21
TID6920,BL413,IT7039,U37257,4,24
TID9604,BL797,IT3342,A19012,1,9
TID2733,BL166,IT5700,G68838,4,40
TID7027,BL444,IT0288,X63763,3,27
TID8430,BL999,IT4738,Q25682,4,24
TID7848,BL105,IT4551,Y00798,4,36
TID5921,BL184,IT1593,E58015,5,45
TID1464,BL162,IT8815,D34327,1,10
TID1194,BL322,IT8501,H93959,4,24
TID6451,BL610,IT5362,H00716,4,20
TID1309,BL696,IT3972,M28676,1,7
TID6686,BL656,IT2692,D27428,2,12
TID4097,BL526,IT0599,E81900,1,9
TID9416,BL384,IT1909,O56412,1,5
