barLicense,Item ID,Item Price at Bar,Inventory of Item
BL004,IT3774,7.0,591.0
BL402,IT1814,6.0,606.0
BL479,IT2778,9.0,535.0
BL189,IT0677,10.0,742.0
BL162,IT1799,10.0,870.0
BL878,IT7507,5.0,825.0
BL534,IT4258,7.0,741.0
BL443,IT7701,10.0,626.0
BL250,IT4598,7.0,775.0
BL097,IT9806,10.0,657.0
BL242,IT5994,6.0,703.0
BL526,IT5256,7.0,516.0
BL033,IT7879,9.0,539.0
BL792,IT6577,7.0,819.0
BL874,IT9324,7.0,567.0
BL827,IT9324,9.0,530.0
BL024,IT8893,8.0,550.0
BL664,IT5550,7.0,822.0
BL481,IT9814,10.0,591.0
BL636,IT4258,9.0,688.0
BL827,IT4862,8.0,837.0
BL893,IT3119,10.0,650.0
BL316,IT0780,5.0,813.0
BL336,IT7857,6.0,707.0
BL772,IT6544,11.0,921.0
BL584,IT6544,9.0,828.0
BL675,IT8976,7.0,581.0
BL544,IT4153,6.0,627.0
BL584,IT8990,6.0,965.0
BL306,IT9328,11.0,733.0
BL480,IT4499,8.0,986.0
BL461,IT1370,7.0,828.0
BL057,IT1518,7.0,798.0
BL559,IT3299,10.0,714.0
BL583,IT1156,9.0,634.0
BL877,IT1763,7.0,509.0
BL572,IT6989,9.0,822.0
BL590,IT7701,8.0,554.0
BL086,IT3670,9.0,927.0
BL515,IT2125,9.0,707.0
BL722,IT3965,9.0,735.0
BL660,IT4355,10.0,810.0
BL999,IT7259,6.0,703.0
BL306,IT8482,10.0,669.0
BL535,IT4509,8.0,527.0
BL805,IT5698,9.0,891.0
BL831,IT7701,7.0,535.0
BL530,IT4618,8.0,783.0
BL777,IT1750,10.0,540.0
BL143,IT4278,8.0,529.0
BL538,IT7897,8.0,831.0
BL683,IT1978,6.0,618.0
BL004,IT0003,10.0,795.0
BL640,IT4618,8.0,938.0
BL922,IT9600,9.0,805.0
BL962,IT6981,9.0,952.0
BL542,IT6135,6.0,660.0
BL772,IT2451,9.0,647.0
BL108,IT8322,9.0,635.0
BL479,IT6156,8.0,515.0
BL004,IT5559,7.0,588.0
BL105,IT7436,8.0,870.0
BL962,IT2233,5.0,928.0
BL914,IT1249,7.0,529.0
BL593,IT4777,8.0,800.0
BL051,IT1939,9.0,839.0
BL744,IT8842,10.0,600.0
BL579,IT9181,6.0,813.0
BL167,IT2405,10.0,964.0
BL395,IT8003,8.0,597.0
BL005,IT7090,8.0,882.0
BL103,IT4429,6.0,999.0
BL615,IT4258,10.0,912.0
BL893,IT1961,10.0,665.0
BL534,IT1261,8.0,637.0
BL302,IT1577,6.0,746.0
BL531,IT3327,7.0,647.0
BL109,IT0640,6.0,547.0
BL655,IT1961,6.0,998.0
BL103,IT8996,11.0,685.0
BL797,IT9099,6.0,816.0
BL433,IT1682,8.0,723.0
BL024,IT0288,10.0,706.0
BL146,IT6131,6.0,986.0
BL534,IT6736,9.0,758.0
BL322,IT9168,11.0,999.0
BL145,IT1370,6.0,838.0
BL655,IT8896,9.0,993.0
BL184,IT7230,9.0,719.0
BL913,IT3853,7.0,502.0
BL189,IT4386,10.0,595.0
BL980,IT1108,11.0,562.0
BL167,IT9028,5.0,532.0
null,IT3075,6.0,808.0
BL657,IT7507,6.0,905.0
BL675,IT9847,10.0,844.0
BL108,IT2860,7.0,831.0
BL765,IT0217,8.0,665.0
BL028,IT0072,9.0,646.0
BL898,IT1057,8.0,868.0
BL051,IT0491,10.0,613.0
BL841,IT3782,6.0,670.0
BL492,IT9984,11.0,554.0
BL736,IT8233,8.0,672.0
BL999,IT3371,7.0,619.0
BL576,IT0582,6.0,561.0
BL571,IT5522,7.0,594.0
BL127,IT0620,10.0,820.0
BL189,IT5664,8.0,925.0
BL657,IT7880,10.0,796.0
BL241,IT7044,7.0,803.0
BL732,IT7341,9.0,842.0
BL242,IT5005,10.0,564.0
BL231,IT4951,6.0,509.0
BL715,IT2190,6.0,913.0
BL250,IT9600,8.0,951.0
BL583,IT4789,6.0,813.0
BL564,IT5256,11.0,986.0
BL530,IT3086,8.0,809.0
BL919,IT9181,10.0,856.0
BL170,IT8893,8.0,600.0
BL395,IT5863,5.0,692.0
BL732,IT7630,7.0,731.0
BL744,IT2577,11.0,564.0
BL999,IT1769,6.0,695.0
BL242,IT1994,6.0,979.0
BL538,IT0405,7.0,837.0
BL656,IT2391,9.0,596.0
BL657,IT3364,6.0,842.0
BL316,IT7507,11.0,667.0
BL781,IT2448,6.0,780.0
BL655,IT8190,9.0,882.0
BL639,IT9328,10.0,831.0
BL544,IT7609,8.0,767.0
BL229,IT7202,6.0,998.0
BL571,IT8854,9.0,948.0
BL797,IT6294,6.0,813.0
BL122,IT0003,6.0,753.0
BL127,IT7598,8.0,925.0
BL393,IT3086,6.0,998.0
BL714,IT9748,7.0,796.0
BL296,IT4985,9.0,720.0
BL767,IT4956,11.0,516.0
BL293,IT6162,8.0,927.0
BL683,IT8003,8.0,855.0
BL113,IT4278,7.0,941.0
BL211,IT5553,5.0,822.0
BL534,IT0836,7.0,923.0
BL714,IT3339,7.0,784.0
BL090,IT0931,9.0,600.0
BL355,IT6415,6.0,982.0
BL047,IT9115,8.0,528.0
BL250,IT4668,6.0,540.0
BL484,IT9524,9.0,636.0
BL265,IT7265,8.0,723.0
BL093,IT0082,6.0,895.0
BL698,IT4086,8.0,563.0
BL211,IT7213,10.0,634.0
BL189,IT6622,6.0,971.0
BL241,IT7252,6.0,868.0
BL808,IT4862,9.0,618.0
BL583,IT5005,10.0,613.0
BL971,IT2676,9.0,905.0
BL876,IT8519,8.0,792.0
BL026,IT5090,10.0,549.0
BL878,IT8922,6.0,957.0
BL480,IT4668,6.0,800.0
BL250,IT3183,5.0,799.0
BL797,IT8265,6.0,667.0
BL137,IT2491,10.0,676.0
BL380,IT4908,10.0,804.0
BL384,IT4668,9.0,773.0
BL535,IT1968,9.0,799.0
BL371,IT0082,9.0,759.0
BL512,IT6134,5.0,529.0
BL895,IT7441,9.0,995.0
BL302,IT9387,6.0,932.0
BL355,IT6593,6.0,844.0
BL850,IT1261,10.0,569.0
BL151,IT0594,6.0,993.0
BL950,IT9099,5.0,544.0
BL981,IT9268,8.0,685.0
BL827,IT9523,6.0,835.0
BL535,IT2251,8.0,529.0
BL170,IT5700,10.0,591.0
BL878,IT0132,9.0,544.0
BL092,IT3696,10.0,895.0
BL141,IT9028,9.0,556.0
BL009,IT2264,8.0,527.0
BL108,IT5790,11.0,994.0
BL491,IT3735,8.0,818.0
BL036,IT4963,11.0,960.0
BL640,IT8342,8.0,780.0
BL481,IT2233,9.0,731.0
BL000,IT1249,6.0,817.0
BL808,IT9115,11.0,506.0
BL092,IT2920,7.0,893.0
BL359,IT9189,9.0,823.0
BL047,IT7230,8.0,703.0
BL084,IT6750,10.0,795.0
BL136,IT2488,10.0,509.0
BL706,IT3774,7.0,602.0
BL179,IT1114,9.0,731.0
BL370,IT3818,6.0,868.0
BL486,IT9523,8.0,810.0
BL767,IT1317,6.0,618.0
BL113,IT9485,7.0,599.0
BL426,IT5867,11.0,838.0
BL479,IT3465,7.0,993.0
BL070,IT1428,7.0,527.0
BL559,null,5.0,538.0
BL436,IT5522,10.0,633.0
BL673,IT6619,7.0,875.0
BL772,IT1335,7.0,825.0
BL085,IT7230,5.0,515.0
BL662,IT9834,5.0,775.0
BL806,IT5504,8.0,530.0
BL436,IT6880,8.0,660.0
BL383,IT5504,10.0,758.0
BL583,IT7608,7.0,844.0
BL194,IT2674,5.0,743.0
BL907,IT6827,6.0,756.0
BL176,IT3947,9.0,957.0
BL105,IT6134,6.0,787.0
BL545,IT7177,6.0,857.0
BL714,IT7814,7.0,527.0
BL909,IT3973,7.0,561.0
BL361,IT9217,7.0,701.0
BL031,IT1261,10.0,903.0
BL584,IT2101,6.0,666.0
BL698,IT7233,6.0,777.0
BL324,IT4830,5.0,602.0
BL173,IT6247,6.0,717.0
BL744,IT2101,5.0,727.0
BL076,IT7436,11.0,893.0
BL534,IT1436,6.0,618.0
BL616,IT8893,6.0,826.0
BL948,IT8893,5.0,849.0
BL850,IT8073,6.0,817.0
BL622,IT4827,6.0,823.0
BL380,IT1361,8.0,799.0
BL395,IT8952,9.0,788.0
BL914,IT0780,10.0,756.0
BL770,IT7828,11.0,938.0
BL813,IT7879,9.0,563.0
BL058,IT0523,5.0,528.0
BL141,IT6348,7.0,505.0
BL010,IT9938,7.0,958.0
BL941,IT3858,5.0,596.0
BL322,IT5841,9.0,994.0
BL948,IT6123,8.0,929.0
BL322,IT8009,9.0,868.0
BL293,IT4552,6.0,783.0
BL922,IT6822,8.0,607.0
BL285,IT2823,7.0,635.0
BL631,IT4712,6.0,774.0
BL499,IT2328,7.0,844.0
BL763,IT7633,6.0,830.0
BL616,IT0623,6.0,706.0
BL982,IT8976,8.0,646.0
BL583,IT7823,9.0,527.0
BL407,IT1335,6.0,710.0
BL880,IT1511,5.0,813.0
BL951,IT2311,8.0,804.0
BL111,IT7233,10.0,591.0
BL117,IT3917,9.0,808.0
BL564,IT5884,6.0,910.0
BL013,IT5356,8.0,914.0
BL673,IT3440,11.0,886.0
BL700,IT0540,8.0,752.0
BL070,IT9847,5.0,512.0
BL468,IT5090,10.0,637.0
BL495,IT0476,7.0,920.0
BL113,IT0050,7.0,592.0
BL590,IT6613,7.0,855.0
BL495,IT0171,10.0,539.0
BL263,IT8073,6.0,774.0
BL821,IT1794,10.0,883.0
BL954,IT0397,9.0,844.0
BL416,IT3737,7.0,600.0
BL478,IT3670,10.0,713.0
BL146,IT2760,6.0,818.0
BL689,IT6736,7.0,720.0
BL696,IT6989,8.0,855.0
BL183,IT0005,10.0,948.0
BL981,IT9599,10.0,580.0
BL831,IT1577,5.0,597.0
BL426,IT9318,9.0,970.0
BL851,IT7419,10.0,792.0
BL534,IT8500,10.0,998.0
BL982,IT0131,8.0,924.0
BL777,IT9318,8.0,772.0
BL058,IT6748,5.0,986.0
BL862,IT1775,8.0,886.0
BL293,IT4735,7.0,903.0
BL971,IT8282,9.0,879.0
BL660,IT4325,11.0,741.0
BL259,IT4895,9.0,756.0
BL780,IT5379,9.0,521.0
BL064,IT0523,8.0,618.0
BL638,IT3818,10.0,800.0
BL139,IT8322,6.0,818.0
BL992,IT1593,10.0,506.0
BL460,IT2954,9.0,607.0
BL872,IT4827,6.0,903.0
BL117,IT1577,7.0,869.0
BL725,IT6156,10.0,950.0
BL179,IT0838,7.0,613.0
BL652,IT1743,10.0,964.0
BL022,IT3670,11.0,839.0
BL971,IT8069,6.0,810.0
BL241,IT4704,8.0,527.0
BL698,IT8425,6.0,617.0
BL941,IT1968,11.0,733.0
BL646,IT9811,10.0,591.0
BL827,IT4963,6.0,855.0
BL611,IT9523,8.0,780.0
BL489,IT6348,6.0,557.0
BL880,IT9452,6.0,971.0
BL999,IT5570,7.0,952.0
BL420,IT7044,10.0,665.0
BL328,IT3206,10.0,935.0
BL306,IT3533,5.0,996.0
BL880,IT3696,6.0,519.0
BL619,IT0677,5.0,747.0
BL457,IT6750,9.0,925.0
BL941,IT1750,9.0,883.0
BL808,IT2101,6.0,745.0
BL395,IT3593,9.0,720.0
BL830,IT1436,7.0,602.0
BL719,IT4509,6.0,752.0
BL034,IT4911,6.0,795.0
BL057,IT9240,6.0,808.0
BL173,IT1154,6.0,567.0
BL506,IT8241,8.0,941.0
BL878,IT7317,7.0,668.0
BL810,IT0769,9.0,554.0
BL618,IT6946,9.0,695.0
BL894,IT5522,9.0,650.0
BL991,IT0078,10.0,719.0
BL146,IT6622,10.0,668.0
BL924,IT9268,11.0,847.0
BL226,IT0543,6.0,758.0
BL491,IT9834,11.0,910.0
BL841,IT7609,6.0,855.0
BL972,IT3972,6.0,770.0
BL166,IT0582,9.0,719.0
BL125,IT0931,7.0,894.0
BL732,IT7003,6.0,918.0
BL646,IT5379,7.0,713.0
BL043,IT3668,5.0,758.0
BL113,IT6340,9.0,527.0
BL501,IT5698,8.0,923.0
BL937,IT6135,9.0,818.0
BL173,IT6077,6.0,589.0
BL001,IT4956,7.0,935.0
BL914,IT9317,8.0,701.0
BL229,IT9613,9.0,650.0
BL930,IT8709,5.0,831.0
BL930,IT1898,6.0,772.0
BL531,IT7112,5.0,920.0
BL086,IT2920,8.0,672.0
BL583,IT9042,7.0,596.0
BL119,IT8322,9.0,700.0
BL923,IT8913,9.0,976.0
BL057,IT6742,5.0,834.0
BL941,IT8900,6.0,756.0
BL189,IT3838,7.0,967.0
BL051,IT7259,5.0,547.0
BL593,IT4044,7.0,731.0
BL230,IT3331,6.0,639.0
BL636,IT6742,9.0,787.0
BL591,IT8996,8.0,839.0
BL558,IT1928,6.0,851.0
BL043,IT2317,10.0,812.0
BL880,IT0317,11.0,964.0
BL338,IT3101,7.0,557.0
BL577,IT6837,11.0,647.0
BL526,IT8499,8.0,928.0
BL070,IT8738,10.0,731.0
BL117,IT7911,7.0,602.0
BL122,IT9171,10.0,595.0
BL137,IT5256,5.0,665.0
BL781,IT3378,8.0,652.0
BL334,IT1928,9.0,723.0
BL489,IT7441,10.0,521.0
BL103,IT3735,9.0,620.0
BL091,IT8362,5.0,837.0
BL732,IT6750,8.0,549.0
BL076,IT7177,10.0,855.0
BL166,IT5334,6.0,610.0
BL579,IT6742,7.0,708.0
BL848,IT1170,10.0,706.0
BL395,IT5005,9.0,823.0
BL895,IT9318,6.0,713.0
BL386,IT5362,10.0,972.0
BL105,IT3227,9.0,715.0
BL174,IT4738,11.0,898.0
BL057,IT4370,6.0,888.0
BL084,IT0288,10.0,923.0
BL639,IT3226,8.0,911.0
BL064,IT2920,6.0,869.0
BL538,IT8482,8.0,701.0
BL340,IT8244,10.0,700.0
BL909,IT4951,9.0,646.0
BL783,IT1966,8.0,780.0
BL380,IT7102,8.0,540.0
BL535,IT8081,9.0,879.0
BL231,IT7202,9.0,910.0
BL383,IT2760,8.0,816.0
BL772,IT4460,9.0,561.0
BL355,IT3101,11.0,516.0
BL001,IT7044,9.0,647.0
BL657,IT1750,9.0,668.0
BL136,IT1536,8.0,783.0
BL328,IT4411,8.0,960.0
BL393,IT9371,8.0,989.0
BL298,IT5379,10.0,703.0
BL714,IT4355,6.0,730.0
BL576,IT1381,10.0,798.0
BL456,IT2034,5.0,511.0
BL941,IT0397,6.0,653.0
BL706,IT6415,8.0,597.0
BL872,IT4464,9.0,937.0
BL264,IT4598,7.0,924.0
BL827,IT0171,9.0,627.0
BL530,IT0003,5.0,787.0
BL486,IT4392,7.0,646.0
BL302,IT4278,9.0,584.0
BL371,IT0352,7.0,764.0
BL395,IT0492,6.0,964.0
BL395,IT4855,6.0,899.0
BL852,IT3075,5.0,964.0
BL233,IT8900,9.0,825.0
BL904,IT0019,6.0,639.0
BL924,IT6728,10.0,912.0
BL744,IT8631,10.0,547.0
BL004,IT5600,9.0,969.0
BL512,IT4668,8.0,980.0
BL743,IT2328,8.0,712.0
BL036,IT6093,9.0,753.0
BL359,IT9099,6.0,772.0
BL097,IT5561,9.0,830.0
BL377,IT1521,11.0,617.0
BL810,IT6593,8.0,741.0
BL383,IT1812,6.0,596.0
BL508,IT1390,7.0,917.0
BL963,IT8360,8.0,667.0
BL359,IT2567,10.0,511.0
BL657,IT8745,8.0,537.0
BL184,IT6897,11.0,600.0
BL714,IT8625,10.0,712.0
BL538,IT1261,10.0,776.0
BL176,IT7740,6.0,934.0
BL001,IT1976,8.0,978.0
BL461,IT5221,9.0,660.0
BL714,IT8115,7.0,564.0
BL484,IT5553,9.0,547.0
BL004,IT1154,6.0,806.0
BL583,IT2251,8.0,967.0
BL893,IT7337,5.0,971.0
BL478,IT7317,10.0,950.0
BL264,IT4411,10.0,950.0
BL619,IT3533,7.0,964.0
BL468,IT9223,9.0,846.0
BL336,IT4496,6.0,570.0
BL791,IT0931,6.0,649.0
BL971,IT0476,9.0,649.0
BL031,IT3378,5.0,813.0
BL661,IT6981,6.0,967.0
BL489,IT7676,9.0,912.0
BL058,IT5101,7.0,828.0
BL535,IT1750,9.0,787.0
BL535,IT7319,7.0,505.0
BL174,IT5504,6.0,764.0
BL143,IT9189,11.0,756.0
BL492,IT4474,10.0,819.0
BL162,IT9440,8.0,891.0
BL485,IT9471,8.0,513.0
BL656,IT8952,6.0,818.0
BL471,IT4862,11.0,527.0
BL994,IT2837,5.0,912.0
BL683,IT4607,10.0,851.0
BL170,IT4895,8.0,810.0
BL792,IT3974,11.0,921.0
BL139,IT8133,10.0,556.0
BL134,IT3737,6.0,694.0
BL413,IT2311,10.0,534.0
BL555,IT2025,9.0,923.0
BL923,IT3214,7.0,948.0
BL119,IT3070,9.0,863.0
BL559,IT8815,8.0,683.0
BL060,IT4502,6.0,986.0
BL971,IT3774,7.0,867.0
BL564,IT1928,8.0,772.0
BL420,IT0580,11.0,700.0
BL949,IT7879,9.0,979.0
BL189,IT6827,10.0,796.0
BL220,IT3440,6.0,695.0
BL341,IT6348,8.0,715.0
BL383,IT9984,9.0,972.0
BL461,IT5291,9.0,759.0
BL320,IT8063,8.0,602.0
BL426,IT8745,7.0,838.0
BL146,IT8328,9.0,823.0
BL011,IT3214,10.0,542.0
BL194,IT1662,9.0,600.0
BL937,IT1114,6.0,950.0
BL504,IT2374,7.0,919.0
BL250,IT4789,6.0,898.0
BL492,IT0237,8.0,735.0
BL610,IT3974,10.0,733.0
BL393,IT0768,7.0,557.0
BL661,IT7202,9.0,888.0
BL433,IT7213,5.0,627.0
BL504,IT2311,6.0,869.0
BL951,IT0405,7.0,835.0
BL300,IT6123,7.0,795.0
BL646,IT5550,7.0,576.0
BL361,IT5865,7.0,509.0
BL140,IT1814,8.0,547.0
BL716,IT9294,6.0,639.0
BL800,IT2034,10.0,925.0
BL821,IT3417,6.0,964.0
BL665,IT5256,8.0,589.0
BL472,IT2226,10.0,544.0
BL004,IT8996,11.0,844.0
BL143,IT8063,10.0,979.0
BL241,IT4273,7.0,542.0
BL757,IT1436,7.0,597.0
BL564,IT1799,11.0,561.0
BL370,IT9717,6.0,920.0
BL011,IT4668,9.0,657.0
BL307,IT8009,7.0,795.0
BL877,IT0740,8.0,780.0
BL772,IT5819,6.0,970.0
BL559,IT0836,8.0,876.0
BL070,IT7877,7.0,927.0
BL475,IT6965,7.0,867.0
BL555,IT0836,9.0,563.0
BL395,IT2823,11.0,792.0
BL338,IT2577,10.0,528.0
BL994,IT0317,7.0,758.0
BL127,IT0580,5.0,851.0
BL103,IT6593,10.0,998.0
BL904,IT5553,6.0,856.0
BL660,IT3972,8.0,533.0
BL151,IT2860,7.0,928.0
BL588,IT3164,10.0,993.0
BL170,IT0677,7.0,593.0
BL777,IT5522,6.0,827.0
BL230,IT8745,11.0,888.0
BL951,IT3364,8.0,958.0
BL659,IT3164,10.0,512.0
BL559,IT8582,8.0,982.0
BL700,IT9371,11.0,859.0
BL117,IT8442,9.0,596.0
BL862,IT4386,7.0,584.0
BL999,IT0519,10.0,562.0
BL673,IT7828,6.0,606.0
BL530,IT4911,7.0,849.0
BL919,IT9217,8.0,509.0
BL646,IT1743,8.0,920.0
BL657,IT4551,7.0,715.0
BL564,IT3331,9.0,859.0
BL444,IT5958,8.0,700.0
BL005,IT0917,9.0,634.0
BL076,IT2103,10.0,756.0
BL946,IT4258,6.0,694.0
BL001,IT1840,8.0,675.0
BL656,IT1976,6.0,595.0
BL189,IT7877,6.0,650.0
BL444,IT0427,7.0,595.0
BL941,IT1224,9.0,867.0
BL436,IT4411,7.0,804.0
BL084,IT4963,9.0,851.0
BL530,IT9748,11.0,701.0
BL850,IT2233,10.0,511.0
BL880,IT2266,7.0,653.0
BL585,IT5803,11.0,835.0
BL332,IT5664,8.0,898.0
BL864,IT0528,5.0,827.0
BL036,IT9938,7.0,839.0
BL810,IT3314,10.0,533.0
BL534,IT8285,7.0,812.0
BL076,IT1390,8.0,946.0
BL646,IT1521,7.0,556.0
BL382,IT0780,5.0,717.0
BL656,IT9851,9.0,597.0
BL583,IT8834,11.0,617.0
BL384,IT5619,8.0,941.0
BL114,IT2940,6.0,592.0
BL914,IT4895,6.0,935.0
BL577,IT0599,6.0,522.0
BL652,IT4392,9.0,597.0
BL745,IT1381,7.0,710.0
BL215,IT3183,7.0,733.0
BL981,IT5550,7.0,529.0
BL914,IT0995,9.0,920.0
BL395,IT8190,10.0,800.0
BL662,IT9339,6.0,554.0
BL930,IT4645,10.0,756.0
BL084,IT3364,7.0,557.0
BL484,IT1261,8.0,968.0
BL646,IT6827,9.0,835.0
BL664,IT6717,9.0,584.0
BL298,IT3101,8.0,604.0
BL395,IT8459,9.0,818.0
BL758,IT0594,7.0,993.0
BL719,IT6742,10.0,635.0
BL495,IT2969,10.0,733.0
BL005,IT5763,11.0,920.0
BL874,IT5234,6.0,803.0
BL058,IT5958,6.0,529.0
BL941,IT1346,8.0,652.0
BL631,IT3342,9.0,810.0
BL534,IT7551,7.0,683.0
BL230,IT8286,11.0,776.0
BL402,IT9469,6.0,792.0
BL941,IT0931,8.0,637.0
BL893,IT4504,8.0,600.0
BL049,IT8854,7.0,918.0
BL129,IT2103,8.0,946.0
BL504,IT6876,7.0,950.0
BL585,IT5863,5.0,597.0
BL736,IT9150,9.0,838.0
BL695,IT1244,10.0,853.0
BL371,IT1969,6.0,539.0
BL893,IT3838,6.0,653.0
BL508,IT5559,11.0,917.0
BL426,IT3465,9.0,589.0
BL683,IT6989,7.0,695.0
BL028,IT2505,8.0,720.0
BL634,IT1859,6.0,800.0
BL122,IT2374,6.0,667.0
BL300,IT4517,11.0,950.0
BL119,IT1763,8.0,986.0
BL374,IT8003,9.0,550.0
BL534,IT6294,9.0,920.0
BL876,IT9852,5.0,941.0
BL534,IT1968,11.0,533.0
BL231,IT2328,9.0,844.0
BL719,IT6035,9.0,774.0
BL657,IT4430,10.0,633.0
BL656,IT1381,9.0,729.0
BL571,IT2101,7.0,986.0
BL868,IT7507,7.0,723.0
BL371,IT6162,7.0,835.0
BL877,IT9984,7.0,676.0
BL698,IT4411,9.0,813.0
BL877,IT5090,6.0,976.0
BL763,IT1356,9.0,716.0
BL438,IT3164,10.0,505.0
BL657,IT8328,6.0,779.0
BL520,IT6930,6.0,510.0
BL371,IT1928,8.0,835.0
BL941,IT9471,11.0,771.0
BL571,IT0352,6.0,649.0
BL317,IT5619,6.0,660.0
BL542,IT9748,11.0,815.0
BL928,IT4951,6.0,868.0
BL143,IT5619,8.0,597.0
BL109,IT9171,10.0,838.0
BL535,IT4386,10.0,927.0
BL831,IT9181,6.0,672.0
BL361,IT3283,8.0,764.0
BL036,IT7436,8.0,831.0
BL949,IT0266,7.0,532.0
BL526,IT0836,8.0,542.0
BL576,IT5440,8.0,612.0
BL907,IT2840,8.0,519.0
BL841,IT6340,10.0,960.0
BL086,IT9613,10.0,813.0
BL962,IT0582,10.0,819.0
BL526,IT2885,8.0,510.0
BL456,IT1325,5.0,700.0
BL248,IT4137,8.0,811.0
BL515,IT8386,6.0,562.0
BL013,IT6247,8.0,964.0
BL982,IT8709,9.0,695.0
BL296,IT6415,10.0,561.0
BL646,IT5958,10.0,724.0
BL821,IT5628,6.0,559.0
BL492,IT1335,9.0,923.0
BL801,IT3838,9.0,668.0
BL848,IT8996,6.0,688.0
BL592,IT7440,9.0,838.0
BL994,IT1712,5.0,634.0
BL317,IT9042,10.0,569.0
BL183,IT3371,7.0,563.0
BL164,IT0540,7.0,646.0
BL747,IT1712,10.0,584.0
BL042,IT4951,10.0,679.0
BL140,IT5005,9.0,731.0
BL049,IT8883,5.0,717.0
BL747,IT8244,10.0,846.0
BL090,IT8362,7.0,720.0
BL597,IT9621,5.0,620.0
BL914,IT6965,10.0,596.0
BL716,IT2190,6.0,923.0
BL837,IT8683,7.0,813.0
BL114,IT5089,10.0,918.0
BL456,IT5944,8.0,918.0
BL311,IT1677,5.0,713.0
BL280,IT5732,10.0,530.0
BL923,IT4923,9.0,995.0
BL706,IT4004,11.0,649.0
BL532,IT3735,9.0,772.0
BL851,IT2837,9.0,743.0
BL783,IT0582,10.0,521.0
BL872,IT5291,6.0,557.0
BL014,IT8500,7.0,822.0
BL484,IT9317,10.0,528.0
BL395,IT7899,9.0,914.0
BL433,IT8362,6.0,826.0
BL341,IT9834,11.0,580.0
BL014,IT8009,6.0,547.0
BL492,IT7828,9.0,743.0
BL941,IT5570,9.0,649.0
BL830,IT0072,6.0,835.0
BL436,IT5570,9.0,646.0
BL541,IT3346,8.0,900.0
BL087,IT5559,9.0,649.0
BL722,IT7877,7.0,772.0
BL531,IT1961,7.0,773.0
BL948,IT8081,6.0,667.0
BL545,IT6930,6.0,668.0
BL141,IT3214,9.0,950.0
BL534,IT7213,7.0,916.0
BL119,IT7090,8.0,925.0
BL981,IT9550,10.0,618.0
BL661,IT4230,8.0,730.0
BL928,IT2591,10.0,976.0
BL584,IT7715,5.0,789.0
BL109,IT6602,8.0,522.0
BL300,IT1593,10.0,527.0
BL688,IT3947,8.0,857.0
BL899,IT5619,10.0,972.0
BL492,IT0006,8.0,694.0
BL058,IT3974,10.0,731.0
BL364,IT0491,10.0,894.0
BL981,IT3119,6.0,773.0
BL661,IT2969,10.0,527.0
BL683,IT0476,9.0,998.0
BL259,IT2451,9.0,619.0
BL937,IT3947,7.0,853.0
BL105,IT6544,8.0,505.0
BL758,IT1156,8.0,783.0
BL909,IT4712,9.0,819.0
BL941,IT0131,8.0,671.0
BL057,IT6123,5.0,964.0
BL475,IT6602,9.0,819.0
BL780,IT0599,8.0,834.0
BL695,IT1471,6.0,646.0
BL904,IT0995,9.0,621.0
BL948,IT2034,7.0,972.0
BL921,IT1244,7.0,978.0
BL923,IT9181,8.0,776.0
BL662,IT6078,5.0,556.0
BL183,IT8081,7.0,561.0
BL716,IT1346,5.0,741.0
BL499,IT7341,6.0,976.0
BL544,IT7630,7.0,778.0
BL028,IT3735,7.0,683.0
BL189,IT8767,9.0,550.0
BL725,IT2266,7.0,710.0
BL614,IT2125,9.0,879.0
BL895,IT1074,9.0,783.0
BL051,IT8442,8.0,949.0
BL810,IT7624,9.0,700.0
BL377,IT8842,8.0,868.0
BL999,IT2233,7.0,925.0
BL744,IT1928,10.0,875.0
BL797,IT8065,8.0,539.0
BL994,IT8459,7.0,759.0
BL992,IT7039,5.0,703.0
BL904,IT3007,6.0,602.0
BL102,IT0266,7.0,735.0
BL306,IT6156,10.0,808.0
BL357,IT0851,7.0,834.0
BL051,IT0917,7.0,758.0
BL076,IT7857,6.0,805.0
BL719,IT6340,11.0,876.0
BL591,IT7003,9.0,714.0
BL948,IT9282,9.0,854.0
BL675,IT1662,10.0,882.0
BL220,IT2125,8.0,979.0
BL136,IT2840,10.0,708.0
BL893,IT1593,7.0,618.0
BL031,IT1978,6.0,920.0
BL665,IT7551,10.0,516.0
BL022,IT6622,10.0,926.0
BL336,IT7701,9.0,999.0
BL457,IT7406,9.0,867.0
BL355,IT4409,11.0,894.0
BL810,IT5550,9.0,796.0
BL689,IT9523,11.0,979.0
BL109,IT7741,10.0,749.0
BL340,IT4704,10.0,529.0
BL865,IT0828,5.0,970.0
BL991,IT1381,8.0,774.0
BL655,IT7212,6.0,986.0
BL443,IT4668,8.0,634.0
BL805,IT5256,8.0,839.0
BL173,IT8893,10.0,795.0
BL296,IT8767,9.0,674.0
BL593,IT2233,11.0,527.0
BL646,IT4919,7.0,982.0
BL140,IT3366,7.0,600.0
BL947,IT3305,9.0,680.0
BL597,IT5459,10.0,964.0
BL218,IT8445,7.0,996.0
BL758,IT2577,10.0,818.0
BL618,IT0582,6.0,996.0
BL577,IT6340,9.0,708.0
BL716,IT4108,11.0,805.0
BL658,IT5976,8.0,772.0
BL758,IT1536,6.0,889.0
BL520,IT2134,6.0,581.0
BL480,IT8696,8.0,893.0
BL162,IT6613,8.0,853.0
BL810,IT7672,9.0,541.0
